speed,throttle,accel
13.26977196424592,30,-0.8355325530650504
13.18621870893941,30,-0.8511803340179558
13.09953589744233,30,-0.8594676538130308
13.01432517817681,30,-0.8314285742418104
12.93325018259397,30,-0.8322267963099694
12.84787981891481,30,-0.8641275845108698
12.76042466569179,30,-0.8387366237961835
12.68013249415558,30,-0.8179050443275138
12.59684365682629,30,-0.8377476448247734
12.51258296519062,30,-0.8420684390875
12.42842996900879,30,-0.8609390051456867
12.34039516416149,30,-0.8652142358879011
12.25538712183121,30,-0.8387700246500351
12.17264115923148,30,-0.8276075295552676
12.08986561592016,30,-0.815080728678188
12.00962501349584,30,-0.8733778206883702
11.91519005178248,30,-0.8760473014443626
11.83441555320697,30,-0.8356401142672976
11.74806202892902,30,-0.863481059013349
11.6617193414043,30,-0.8483561856673383
11.57839079179555,30,-0.8625821750709939
11.4892029063901,30,-0.8574140410493669
11.40690798358568,30,-0.8122058728568238
11.32676173181873,30,-0.7721833893398689
11.25247130571771,30,-0.9084013012890679
11.14508147156092,30,-0.9646622193332988
11.05953886185105,30,-0.7878650052783076
10.98750847050526,30,-0.7963598827423279
10.90026688530258,30,-0.8686579151433094
10.8137768874766,30,-0.8046490497958647
10.73933707534341,30,-0.8102650414902435
10.65172387917855,30,-0.8291846543055037
10.57350014448231,30,-0.8152468028913962
10.48867451860027,30,-0.8068661154663115
10.41212692138905,30,-0.7823581570709859
10.33220288718607,30,-0.8228498372466131
10.24755695393972,30,-0.8387623056360294
10.16445042605887,30,-0.7997269307567834
10.08761156778837,30,-0.8000655083685615
10.00443732438515,30,-0.8508137944991034
9.917448808888546,30,-0.8040801432832456
9.843621295728505,30,-0.7763992314676038
9.762168962595025,30,-0.8072630084003496
9.682168694048435,30,-0.8014624428729356
9.601876474020438,30,-0.8115189357933517
9.519864906889765,30,-0.7970990530571864
9.442456663409,30,-0.7813383607807278
9.36359723473362,30,-0.7928188750364029
9.28389288840172,30,-0.7973275125278967
9.20413173222804,30,-0.799564354041129
9.123980017593494,30,-0.7920348764603347
9.045724756935973,30,-0.7854581833827989
8.966888380916934,30,-0.7956810911502643
8.88658853870592,30,-0.7923194460772365
8.808424491701487,30,-0.7805739484757979
8.730473749010761,30,-0.7853404682911336
8.65135639804326,30,-0.7860431672762758
8.573265115555506,30,-0.7840263583459528
8.49455112637407,30,-0.7936879799421437
8.414527519567077,30,-0.7855045556652751
8.337450215241015,30,-0.7886284215104844
8.25680183526498,30,-0.7774636618395636
8.181957482873102,30,-0.7591901485265318
8.104963805559674,30,-0.7952632932514359
8.022904824222815,30,-0.7967869810320005
7.945606409353274,30,-0.7724923591578037
7.868406352391254,30,-0.7722320138611405
7.791160006581046,30,-0.7646349693504595
7.715479358521162,30,-0.7715951843630009
7.636840969708445,30,-0.7663841084864309
7.562202536823876,30,-0.7571521354224009
7.485410542623965,30,-0.7827105474459195
7.405660427334692,30,-0.7617323428112766
