speed,throttle,accel
13.40354515961521,50,-1.943049344328447
13.20924022518237,50,-1.949528834673799
13.01363939268045,50,-1.982883608677595
12.81266350344685,50,-2.036824063041056
12.60627458007224,50,-2.069915086861709
12.39868048607451,50,-2.065576254351544
12.19315932920193,50,-2.107391811197274
11.97720212383505,50,-2.136787573480721
11.76580181450579,50,-2.109403417517539
11.55532144033155,50,-2.114728414779963
11.3428561315498,50,-2.118573603600984
11.13160671961135,50,-2.125096803653719
10.91783677081905,50,-2.131863830748353
10.70523395346168,50,-2.124136002994099
10.49300957022023,50,-2.138114109783036
10.27761113150507,50,-2.153460625882566
10.06231744504372,50,-2.132257068768446
9.851159717751383,50,-2.134113087513843
9.635494827540953,50,-2.154850694740515
9.42018957880328,50,-2.148895470991663
9.20571573334262,50,-2.136644688547626
8.992860641093754,50,-2.140654280378094
8.777584877267001,50,-2.150918835978182
8.562676873898118,50,-2.134539643830786
8.350676948500844,50,-2.118662251291958
8.138944423639726,50,-2.105289181879888
7.929619112124866,50,-2.114473134942898
7.716049796651147,50,-2.138974050626361
7.501824301999594,50,-2.144380039212725
7.287173788808602,50,-2.127154409820902
7.076393420035414,50,-2.091794938586284
6.868814801091345,50,-2.095902624744839
6.657212895086446,50,-2.130886794036297
6.442637442284085,50,-2.132685862307846
6.230675722624877,50,-2.11321081394015
6.019995279496055,50,-2.140267565226242
5.802622209579629,50,-2.124988366368714
5.594997606222313,50,-2.103204671100096
5.381981275359609,50,-2.125409305664485
5.169915745089416,50,-2.104668957775053
4.961047483804599,50,-2.103123010099459
4.749291143069524,50,-2.118104831072354
4.537426517590128,50,-2.110929580848353
4.327105226899853,50,-2.106253396404587
4.116175838309211,50,-2.108231294665481
3.905458967966757,50,-2.112417146184755
3.69369240907226,50,-2.122668742491514
3.480925219468454,50,-2.141448208852399
3.26540276730178,50,-2.148480717783108
3.051229075911833,50,-2.165038536673911
2.832395059966998,50,-2.185916277516637
2.614045820408505,50,-2.174698892856382
2.397455281395721,50,-2.118969476694741
2.190251925069557,50,-2.028781583267594
1.991698964742203,50,-1.92782907947686
1.804686109174185,50,-1.895150385476102
1.612668887646982,50,-1.86069778155888
1.432546552862409,50,-1.733235653466954
1.266021756953591,50,-1.591122170260687
1.114322118810271,50,-1.484198043309039
0.9691821482917836,50,-1.415343633512279
0.8312533921078157,50,-1.368788392305005
0.6954244698307827,50,-1.338907597776463
0.5634718725525231,50,-1.262033269651713
0.44301781590044,50,-1.172130061624483
0.3290458602276264,50,-1.113805143885179
0.2202567871234041,50,-1.03937044506054
0.1211717712155184,50,-0.9908501590788563
