speed,throttle,accel
0.1050002008571164,20,1.610474189357984
0.2660476197929148,20,1.727294382010828
0.450459077259282,20,1.843597161248061
0.6347670520425269,20,1.849317935987935
0.820322664456869,20,1.90606233340094
1.015979518722715,20,1.931082055132257
1.20653907548332,20,1.86758971127775
1.389497460978265,20,1.792348528525992
1.565008781188519,20,1.709363207621284
1.731370102502522,20,1.639826271648853
1.892974035518289,20,1.60030334791448
2.051430772085418,20,1.549808526311844
2.202935740780658,20,1.501220546499951
2.351674881385408,20,1.465617996890105
2.496059340158679,20,1.446268143895542
2.640928510164516,20,1.448522146382234
2.785763769435126,20,1.428881539154263
2.926704817995369,20,1.383800609258279
3.062523891286782,20,1.351248114299917
3.196954440855352,20,1.332573959947332
3.329038683276248,20,1.311058352171066
3.459166111289565,20,1.283380869813486
3.585714857238945,20,1.269890801146325
3.71314427151883,20,1.254140402550554
3.836542937749056,20,1.225011687399415
3.958146608998713,20,1.223747445404275
4.081292426829911,20,1.195723219913301
4.197291252981374,20,1.171043039081181
4.315501034646148,20,1.17661181977637
4.432613616936647,20,1.154002712880571
4.546301577222262,20,1.132904761076099
4.659194569151867,20,1.101003277182975
4.766502232658857,20,1.096810420244578
4.878556653200783,20,1.099335639979393
4.986369360654735,20,0.9973926376097086
5.078035180722725,20,0.9991855298941621
5.186206466633568,20,1.045079260936008
5.287051032909926,20,1.012616489258082
5.388729764485184,20,1.008351469044504
5.488721326718827,20,1.010544026742592
5.590838569833703,20,0.948652710936182
5.678451868906063,20,0.8892473741633911
5.768688044666381,20,0.923423770749694
5.863136623056002,20,0.9454607026277229
5.957780185191925,20,0.9463571056469311
6.052408044185388,20,0.9312143096588343
6.144023047123692,20,0.9011984222113245
6.232647728627653,20,0.9097039978094879
6.32596384668559,20,0.9225323570253074
6.417154200032715,20,0.900702479298765
6.506104342545343,20,0.8721623763919295
6.591586675311101,20,0.8705207557086148
6.680208493687066,20,0.8750344227555518
6.766593559862211,20,0.8764808128935409
6.855504656265774,20,0.8629576481206058
6.939185089486332,20,0.8351975764045827
7.022544171546691,20,0.8278477544519314
7.104754640376719,20,0.8363351879043135
7.189811209127553,20,0.8385874586441133
7.272472132105541,20,0.8214735032464082
7.354105909776835,20,0.8193812435164549
7.436348380808832,20,0.8343152694053879
7.520968963657912,20,0.8351698537903962
7.603382351566911,20,0.7941172382037021
7.679792411298653,20,0.8032143119107626
7.764025213949064,20,0.8142013786942615
7.842632687037505,20,0.7695402630028259
7.917933266549629,20,0.7843783076465316
7.999508348566811,20,0.8154259677964104
8.081018460108911,20,0.79448342208571
8.158405032983953,20,0.7780592812541709
8.236630316359745,20,0.7636160104178025
8.311128235067514,20,0.7710107069767869
8.390832457755103,20,0.7830791379139335
8.4677440626503,20,0.7684351911551168
8.544519495986126,20,0.7503074917003527
8.617805560990371,20,0.7289121573663682
8.6903019274594,20,0.7249388354677677
8.762793328083925,20,0.7314165581154963
8.836585239082499,20,0.7365795151410204
8.910109231112129,20,0.7097820285752476
8.978541644797549,20,0.7013880682677165
9.050386844765672,20,0.7090533658687992
9.120352317971308,20,0.7031923999021661
9.191025324746105,20,0.7136124349986694
9.263074804971042,20,0.7249629235884836
9.336017909463802,20,0.7019648648687582
9.403467777944794,20,0.6864574881043772
9.473309407084678,20,0.7125057785881239
9.545968933662419,20,0.7139026761781242
9.616089942320302,20,0.6969286040594369
9.685354654474306,20,0.689903116580437
9.75407056563639,20,0.6796078012019713
9.8212762147147,20,0.6690400821094844
9.887878582058287,20,0.6834199968626287
9.957960214087226,20,0.690580934019005
10.02599476886209,20,0.6882898377791058
10.09561818164305,20,0.6765315034094499
10.16130106954398,20,0.7049278619870325
10.23660375404045,20,0.6642138787637997
10.29414384529674,20,0.6712499034770403
10.37085373473586,20,0.7049938923232268
10.43514262376138,20,0.6391500251137039
10.4986837397586,20,0.6789251544735819
10.5709276546561,20,0.6948720886298254
10.63765815748457,20,0.668511172930204
10.70462988924214,20,0.6644864045148413
10.77055543838754,20,0.6750441630421289
10.83963872185057,20,0.6883873918227845
10.90823291675209,20,0.6919868054448575
10.97803608293954,20,0.6730534564565094
11.04284360804339,20,0.6651229092073319
11.111060664781,20,0.6672292329328133
11.17628945462996,20,0.6755401664759741
11.2461686980762,20,0.6811894904991345
11.31252735272978,20,0.6695673842744387
11.38008217493109,20,0.6586091472806377
11.44424918218591,20,0.6303656148814252
11.50615529790737,20,0.698668897103909
11.58398296160669,20,0.7192034026459027
11.64999597843655,20,0.6564719179398093
11.71527734519466,20,0.6995724492678157
11.78991046829012,20,0.6896598201018556
11.85320930921503,20,0.673302075239528
11.92457088333802,20,0.7218990566151007
11.99758912053805,20,0.67706298685132
12.05998348070828,20,0.6749130293307193
12.13257172640419,20,0.6952108346043051
12.19902564762915,20,0.6856177625806392
12.26969527892032,20,0.6940655062072754
12.3378387488706,20,0.6943085750264277
12.4085569939256,20,0.6847255843296551
12.47478386573653,20,0.6903991253913677
12.54663681900388,20,0.6958366995069376
12.61395120563792,20,0.7044608050127366
12.68752898000642,20,0.6926400574314062
12.7524792171242,20,0.6291459560262069
12.81335817121167,20,0.6465229196987465
12.88178380106395,20,0.6762895521378098
12.94861608163923,20,0.6921577869115136
13.02021535844625,20,0.6791820573789575
13.08445249311502,20,0.6031495043519186
13.14084525931664,20,0.6526454412290317
13.21498158136083,20,0.6960988095830167
13.28006502123324,20,0.6508343987241361
