X,Y,id,
126.64287390606,37.3888313716103,"0"
126.643054407319,37.3889990578253,"1"
126.643142749325,37.3891315708342,"2"
126.643959094898,37.389932102098,"4"
126.643703884659,37.3896490804863,"3"
126.644229846786,37.3902592947126,"5"
126.644889957886,37.3913894725355,"6"
126.639144455574,37.394918790205,"7"
126.636143008656,37.3969531102863,"8"
126.635882072546,37.3970634014634,"9"
126.634568939519,37.3977128788034,"10"
126.633811215956,37.3969671523026,"11"
126.632775923991,37.3957265469723,"12"
126.634633832721,37.3926798384094,"13"
126.638813991033,37.3866044168772,"16"
126.640112127732,37.3863175780184,"17"
126.640565289503,37.3867421104359,"18"
126.6427465736,37.3887112646547,"20"
126.64247500373,37.3885094958757,"19"
126.638642623901,37.3867947339147,"15"
126.638511474195,37.3869280649051,"14"
