X,Y,id,
126.642954441857,37.388907044839,"0"
126.643546193993,37.3895066547672,"1"
126.643734780987,37.3896795261779,"2"
126.644145803922,37.3901038469134,"3"
126.644541715719,37.3905154742935,"4"
126.644853609593,37.3908473148686,"5"
126.644558035747,37.3915950139424,"6"
126.63593199413,37.3970652456459,"7"
126.635765167174,37.3971426146689,"8"
126.634536933934,37.3976841978298,"9"
126.633800719324,37.3969576543483,"10"
126.632822726518,37.3956532609763,"11"
126.634570782881,37.392772473761,"12"
126.637849295231,37.3879127320044,"13"
126.638150309086,37.3875270957805,"14"
126.638823661364,37.3865883919313,"15"
126.640118383608,37.3863224359147,"16"
126.64128738119,37.3874116466915,"17"
126.642877072834,37.3888369291619,"18"
