lat,lon
37.3887378795399,126.642770457272
37.3887446984549,126.642777838418
37.38875151737,126.642785219565
37.3887583361625,126.642792600891
37.3887651543002,126.642799983167
37.3887719707237,126.642807367929
37.3887787867056,126.642814753332
37.3887856048419,126.642822135612
37.3887924229783,126.642829517893
37.3887992406581,126.642836900837
37.3888060562049,126.642844286873
37.3888128755399,126.642851667415
37.3888196960905,126.642859046195
37.388826514224,126.642866428483
37.3888333323571,126.642873810772
37.3888401504898,126.642881193063
37.3888469686227,126.642888575353
37.388853784943,126.642895960273
37.3888606010172,126.642903345551
37.3888674191479,126.642910727847
37.3888742372782,126.642918110144
37.3888810548541,126.642925493246
37.3888878703961,126.642932879298
37.3888946877988,126.642940262652
37.3889015059272,126.642947644955
37.3889083240551,126.642955027259
37.3889151443462,126.642962406424
37.388921964751,126.642969785425
37.3889287828776,126.642977167733
37.3889355990948,126.64298455281
37.3889424152618,126.642991937961
37.388949233387,126.642999320273
37.3889560515116,126.643006702586
37.3889628696359,126.643014084901
37.3889696877596,126.643021467217
37.3889765039254,126.643028852373
37.3889833201373,126.643036237463
37.3889901382605,126.643043619781
37.3889969586584,126.643050998799
37.3890037782437,126.643058378996
37.3890105937766,126.643065765073
37.3890174113182,126.643073148238
37.3890242294383,126.643080530565
37.3890310475578,126.643087912893
37.3890378656775,126.643095295221
37.389044683047,126.643102678638
37.3890514985771,126.643110064723
37.389058316164,126.643117447826
37.3890651342815,126.64312483016
37.3890719523991,126.643132212495
37.3890787705155,126.643139594832
37.3890855886314,126.643146977171
37.3890924067468,126.643154359511
37.3890992251744,126.643161741399
37.3891060435514,126.643169123361
37.3891128616662,126.643176505703
37.3891196797799,126.643183888049
37.3891264978929,126.643191270395
37.3891333160055,126.643198652743
37.3891401319645,126.643206038215
37.3891469483607,126.643213423053
37.3891537664719,126.643220805405
37.3891605845826,126.643228187758
37.3891674026931,126.643235570112
37.3891742208037,126.643242952467
37.389181036712,126.643250338016
37.3891878542103,126.643257721259
37.3891946752898,126.643265099307
37.3892014938112,126.643272481068
37.3892083109733,126.643279864801
37.3892151264922,126.643287250918
37.3892219442643,126.643294633768
37.3892287623708,126.643302016134
37.3892355804765,126.643309398502
37.3892423985816,126.643316780872
37.3892492156928,126.643324164683
37.3892560312089,126.643331550807
37.3892628490263,126.643338933596
37.3892696671301,126.64334631597
37.3892764852329,126.643353698346
37.3892833033353,126.643361080723
37.3892901215921,126.643368462877
37.3892969400783,126.643375844699
37.3893037582146,126.643383227029
37.3893105763151,126.643390609412
37.3893173944151,126.643397991796
37.3893242125154,126.64340537418
37.389331030615,126.643412756566
37.3893378487136,126.643420138954
37.3893446644149,126.643427524819
37.3893514810412,126.643434909343
37.3893582991392,126.643442291734
37.3893651172361,126.643449674127
37.389371934193,126.643457058173
37.3893787497008,126.643464444322
37.3893855704639,126.643471822847
37.3893923901913,126.643479202877
37.3893992082857,126.643486585277
37.3894060263805,126.643493967677
37.3894128444745,126.643501350079
37.3894196625675,126.643508732483
37.3894264781654,126.643516118505
37.3894332948836,126.643523502904
37.3894401129752,126.643530885312
37.3894469310664,126.643538267721
37.3894537479204,126.643545651925
37.3894605634233,126.643553038089
37.3894673814697,126.643560420565
37.389474201008,126.643567800877
37.389481022068,126.64357517898
37.3894878401778,126.643582561367
37.3894946576937,126.643589944615
37.3895014746308,126.643597328703
37.3895082915682,126.643604712792
37.3895151124237,126.643612091192
37.3895219372334,126.643619463851
37.3895287620435,126.64362683651
37.3895355868527,126.643634209171
37.389542411661,126.643641581834
37.3895492364689,126.643648954499
37.3895560612767,126.643656327164
37.3895628860844,126.64366369983
37.3895697108909,126.643671072498
37.3895765356973,126.643678445167
37.389583360653,126.64368581762
37.3895901880427,126.643693186533
37.3895970139699,126.643700557573
37.3896038387741,126.643707930248
37.3896106635786,126.643715302924
37.3896174883826,126.6437226756
37.3896243131861,126.643730048278
37.3896311379884,126.643737420958
37.389637964341,126.643744791384
37.3896447914483,126.643752160713
37.3896516162499,126.643759533396
37.3896584410507,126.643766906082
37.3896652658507,126.643774278769
37.3896720906502,126.643781651457
37.3896789135633,126.643789026888
37.3896857358064,126.643796403292
37.3896925606046,126.643803775985
37.3896993854022,126.643811148678
37.3897062101996,126.643818521373
37.3897130349971,126.643825894068
37.3897198615188,126.643833264256
37.3897266884472,126.643840633853
37.3897335132425,126.643848006553
37.3897403380374,126.643855379255
37.389747162832,126.643862751958
37.3897539876267,126.643870124661
37.389760812421,126.643877497365
37.3897676372146,126.643884870071
37.3897744620072,126.64389224278
37.3897812867993,126.643899615489
37.3897881115911,126.6439069882
37.3897949363831,126.643914360911
37.389801761174,126.643921733625
37.3898085865944,126.643929105423
37.3898154139687,126.64393647438
37.3898222394005,126.643943846163
37.3898290641899,126.643951218881
37.3898358889783,126.643958591601
37.3898427137668,126.643965964322
37.3898495385549,126.643973337044
37.3898563633418,126.643980709768
37.3898631881284,126.643988082494
37.3898700120375,126.643995456495
37.3898768338464,126.644002833549
37.3898836580444,126.644010207132
37.3898904836337,126.644017578693
37.3898973110025,126.644024947666
37.3899041354206,126.64403232093
