margined_safety_distance (x), current_s (y), target_v (z), CS.vEgo (w)
13.0, 51.11561867276824, 0.0, 4.606298631415484e-08
13.0, 51.11561867276824, 0.0, -1.0003168426919729e-07
13.0, 51.11561867276824, 0.0, 2.0543595269373327e-07
13.0, 51.11561867276824, 0.0, 1.5378952866740292e-07
13.0, 51.11561867276824, 0.0, 3.751937782681125e-08
13.0, 51.11561867276824, 0.0, 4.675762355077495e-08
13.0, 51.11561867276824, 0.0, 1.9511958271323238e-08
13.0, 51.11561867276824, 0.0, -4.092814975820147e-08
13.0, 51.11561867276824, 0.0, 8.811043983314448e-08
13.0, 51.11561867276824, 0.0, -1.6456489504435012e-07
13.0, 51.11561867276824, 0.0, -1.1108440389762109e-08
13.0, 51.11561867276824, 0.0, -1.1108440389762109e-08
13.0, 51.11561867276824, 0.0, 2.1746721756699117e-08
13.0, 51.11561867276824, 0.0, -7.137698077031018e-08
13.0, 51.11561867276824, 0.0, -7.309360228191508e-08
13.0, 51.11550722634096, 0.0, -2.1201991273755993e-08
13.0, 51.11561867276824, 0.0, 1.6371137689930038e-07
13.0, 51.11561867276824, 0.0, 2.1900129354435194e-07
13.0, 51.11561867276824, 0.0, 1.0719823251292837e-07
13.0, 51.11561867276824, 0.0, -5.375080291969425e-08
13.0, 51.11561867276824, 0.0, 6.70594157980986e-09
13.0, 51.115730119244056, 0.0, 1.268476808036212e-07
13.0, 51.11561867276824, 0.0, -2.899403455103311e-07
13.0, 51.115730119244056, 0.0, 6.796170737288776e-08
13.0, 51.11561867276824, 0.0, 8.824392239148438e-08
13.0, 51.11561867276824, 0.0, 1.4081855681524758e-09
13.0, 51.11561867276824, 0.0, -9.40646742719764e-08
13.0, 51.11561867276824, 0.0, -1.623925811600202e-07
13.0, 51.11561867276824, 0.0, 1.545934509294966e-07
13.0, 51.11561867276824, 0.0, 5.232143251987509e-08
13.0, 51.11561867276824, 0.0, 1.4243211410303047e-07
13.0, 51.11561867276824, 0.0, -6.19231173004664e-08
13.0, 51.11561867276824, 0.0, 5.9455512513295616e-08
13.0, 51.11561867276824, 0.0, 1.861143772430296e-08
13.0, 51.11561867276824, 0.0, 2.0665754618676146e-07
13.0, 51.11561867276824, 0.0, -6.433614885281713e-08
13.0, 51.11561867276824, 0.0, -9.464170602768718e-08
13.0, 51.11561867276824, 0.0, -1.1052452464355156e-07
13.0, 51.11561867276824, 0.0, 1.0568851394054946e-07
13.0, 51.11561867276824, 0.0, 2.44667930360265e-09
13.0, 51.11561867276824, 0.0, -2.4503385986918147e-09
13.0, 51.11561867276824, 0.0, -2.549565181197977e-08
13.0, 51.11561867276824, 0.0, -1.6453040529995633e-07
13.0, 51.11561867276824, 0.0, -3.1139606448959967e-08
13.0, 51.11561867276824, 0.0, -1.121344368471e-07
13.0, 51.11561867276824, 0.0, 8.26421455712989e-08
13.0, 51.11561867276824, 0.0, -2.5494010458260163e-08
13.0, 51.11561867276824, 0.0, -2.3012000838207314e-07
13.0, 51.11561867276824, 0.0, 1.4923421076673549e-07
13.0, 51.11561867276824, 0.0, 2.1474681943800533e-07
13.0, 51.11561867276824, 0.0, -8.31118853739099e-08
13.0, 51.11561867276824, 0.0, 7.015044545255478e-09
13.0, 51.11561867276824, 0.0, -2.403214693913469e-08
13.0, 51.11561867276824, 0.0, -2.1343532807804877e-07
13.0, 51.11561867276824, 0.0, 1.6566816896101955e-07
13.0, 51.11561867276824, 0.0, 4.894777561048613e-08
13.0, 51.11561867276824, 0.0, -1.270113756390856e-07
13.0, 51.11561867276824, 0.0, -4.062785308178718e-08
13.0, 51.11561867276824, 0.0, -2.1613557521504845e-07
13.0, 51.11561867276824, 0.0, 1.2666629345403635e-07
13.0, 51.11561867276824, 0.0, 1.346003699609355e-07
13.0, 51.11561867276824, 0.0, -1.1143555411763373e-08
13.0, 51.11561867276824, 0.0, -7.303091820176633e-08
13.0, 51.11561867276824, 0.0, -9.14384372663335e-08
13.0, 51.11561867276824, 0.0, 1.1489044027257478e-07
13.0, 51.11561867276824, 0.0, 2.170793891309586e-07
13.0, 51.11561867276824, 0.0, -3.554615091161395e-08
13.0, 51.11561867276824, 0.0, -1.9594651234910998e-07
13.0, 51.11561867276824, 0.0, 8.682954444338975e-08
13.0, 51.11561867276824, 0.0, -2.5565890382495127e-07
13.0, 51.11561867276824, 0.0, 5.132505975780077e-08
13.0, 51.115730119244056, 0.0, 1.5393621310977323e-07
13.0, 51.115730119244056, 0.0, -3.3603260618519926e-08
13.0, 51.11561867276824, 0.0, -8.510767202096758e-09
13.0, 51.11561867276824, 0.0, -1.1146980227749737e-07
13.0, 51.11561867276824, 0.0, 1.6904818878060723e-08
13.0, 51.11561867276824, 0.0, -1.0734933653111511e-07
13.0, 51.11561867276824, 0.0, 1.3210288329901232e-07
13.0, 51.11561867276824, 0.0, 2.0705678593913035e-07
13.0, 51.11561867276824, 0.0, 2.229359381544782e-07
13.0, 51.11561867276824, 0.0, 5.657037860373748e-08
13.0, 51.11561867276824, 0.0, -1.2254631087671441e-08
