timestamp,data,timestamps
1700198148.5248325,"[378.1196562740637, 1149.3683993255613, 62.304085413941316]"
1700198148.579831,"[378.11926951170415, 1149.368062192275, 62.30404044978874]"
1700198148.6244853,"[378.1182464959056, 1149.367028568846, 62.305005635344315]"
1700198148.674615,"[378.11773225698596, 1149.3665125933364, 62.30530770787956]"
1700198148.7244465,"[378.11700911025764, 1149.3657939843022, 62.30553803247198]"
1700198148.7696114,"[378.11649450956287, 1149.3652870659278, 62.30531055422678]"
1700198148.824643,"[378.11567168082195, 1149.3644886474208, 62.305402517134574]"
1700198148.8745415,"[378.11515843366055, 1149.3639956930976, 62.3057768145909]"
1700198148.9299178,"[378.1144395859475, 1149.3633165237716, 62.30564989274114]"
1700198148.9699025,"[378.11393259494565, 1149.3628329395517, 62.30582757874161]"
1700198149.024639,"[378.113137584571, 1149.3620624334878, 62.30618614801634]"
1700198149.085098,"[378.11265040711703, 1149.361580947815, 62.305520194866716]"
1700198149.1347797,"[378.1119702042493, 1149.3609239831965, 62.306126743872376]"
1700198149.1798847,"[378.11148347255335, 1149.360456821397, 62.30640506228391]"
1700198149.2245607,"[378.11069836205183, 1149.3597048716858, 62.30698512666531]"
1700198149.269562,"[378.1102088065352, 1149.359238366814, 62.30690143481712]"
1700198149.3244948,"[378.10952113631754, 1149.3586056335876, 62.30717089532932]"
1700198149.3745117,"[378.1090359146507, 1149.3581517911848, 62.306776993805926]"
1700198149.4246387,"[378.1082619668423, 1149.3574326256542, 62.30700261188788]"
1700198149.4804125,"[378.1077840919806, 1149.3569877440355, 62.30653332290089]"
1700198149.5402682,"[378.107304900315, 1149.356545754355, 62.30588332972482]"
1700198149.574802,"[378.1071064640271, 1149.356357825775, 62.305940339734576]"
1700198149.6195388,"[378.1070919614198, 1149.3564795705258, 62.30589344396929]"
1700198149.6749501,"[378.10707555920237, 1149.3565257028117, 62.305425977051165]"
1700198149.7245927,"[378.1070499600189, 1149.356593493057, 62.30618145887392]"
1700198149.7696488,"[378.10703535933567, 1149.356641304634, 62.30618549810025]"
1700198149.8246236,"[378.10702238364854, 1149.3567128972359, 62.30598357964578]"
1700198149.8799422,"[378.1070101581263, 1149.356757815963, 62.30638504676752]"
1700198149.9246535,"[378.10699206423203, 1149.3568148171858, 62.30660090514836]"
1700198149.9745734,"[378.10697884318273, 1149.3568584572229, 62.306335526019765]"
1700198150.0245674,"[378.1069601659129, 1149.3569382908652, 62.30673253611505]"
1700198150.0694757,"[378.10694098880276, 1149.35699764806, 62.30661767848393]"
1700198150.1246068,"[378.1069054364567, 1149.3570886366829, 62.306984847465074]"
1700198150.1749136,"[378.1068780973808, 1149.3571500337496, 62.30660150680923]"
1700198150.224709,"[378.10682384221843, 1149.3572426554085, 62.30614020839933]"
1700198150.2746406,"[378.10678940450543, 1149.3573017712363, 62.30630159119959]"
1700198150.32965,"[378.10673157607823, 1149.357382282058, 62.30709967438632]"
1700198150.3750222,"[378.1066941383887, 1149.357442004386, 62.30664772087499]"
1700198150.4300222,"[378.10664392157344, 1149.3575464086925, 62.307527781565454]"
1700198150.474657,"[378.10660872919226, 1149.3576220788714, 62.307221565099795]"
1700198150.5195985,"[378.1065686263752, 1149.357697688385, 62.3069550845799]"
1700198150.574527,"[378.1065729221248, 1149.3577152587686, 62.307136767100374]"
1700198150.6246557,"[378.10661750798386, 1149.3577069193552, 62.30726163287618]"
1700198150.6745725,"[378.1066441580541, 1149.3577035467154, 62.307514964873405]"
1700198150.7195935,"[378.1066762451624, 1149.3577001180756, 62.30737472198605]"
1700198150.78503,"[378.1066985518093, 1149.3576975402789, 62.30725089026375]"
1700198150.8297763,"[378.10673557203813, 1149.3576982319692, 62.306666675468584]"
1700198150.8796885,"[378.10675441005765, 1149.357702220927, 62.30682812776608]"
1700198150.9399188,"[378.1067793685504, 1149.3577143525183, 62.306629294034764]"
1700198150.9698849,"[378.1068009293735, 1149.3577230806932, 62.306914734464144]"
1700198151.0195591,"[378.1068329392381, 1149.3577275604553, 62.307150981797804]"
1700198151.074557,"[378.10685989213056, 1149.3577313180604, 62.306763175397364]"
1700198151.1245599,"[378.1069062382072, 1149.3577387139553, 62.307409828101754]"
1700198151.17458,"[378.10693974214826, 1149.3577497999474, 62.306524815388855]"
1700198151.2244918,"[378.1069922874209, 1149.3577723105134, 62.30683638570241]"
1700198151.2695792,"[378.107016779136, 1149.3577902134487, 62.306839905702624]"
1700198151.324539,"[378.10703745119497, 1149.3578221331154, 62.3072645249629]"
1700198151.3749878,"[378.1070495410061, 1149.357837956644, 62.3072930329963]"
1700198151.4245312,"[378.10707352364994, 1149.357858754649, 62.30723812845984]"
1700198151.4695535,"[378.1070885142435, 1149.3578706522408, 62.30713813457185]"
1700198151.5297725,"[378.10710204889756, 1149.357886312042, 62.30729417863803]"
1700198151.585388,"[378.1071055157243, 1149.3578981505466, 62.306845397811074]"
1700198151.6195462,"[378.1070909089932, 1149.3578823420607, 62.306966252112545]"
1700198151.6696222,"[378.10708915929706, 1149.3578812224114, 62.30659014400587]"
1700198151.7300296,"[378.1070837068363, 1149.3578794944224, 62.30692622409376]"
1700198151.7797022,"[378.1070813322579, 1149.3578789532785, 62.30648323094764]"
1700198151.824595,"[378.107076196335, 1149.3578688444106, 62.30656152429111]"
1700198151.8746126,"[378.10706853375854, 1149.3578604580061, 62.30718831269023]"
1700198151.9195137,"[378.1070631791349, 1149.3578463486783, 62.306746021280006]"
1700198151.9746532,"[378.10706152515576, 1149.357832036818, 62.30684017577936]"
1700198152.0245824,"[378.10706520387026, 1149.3578050119183, 62.306542068752734]"
1700198152.0744872,"[378.1070706614371, 1149.357786016929, 62.306491237753654]"
1700198152.1247098,"[378.10708255261136, 1149.3577538762202, 62.30600215130943]"
1700198152.169596,"[378.10709272914244, 1149.3577258298296, 62.30633261635178]"
1700198152.2246068,"[378.10711474372795, 1149.357689563774, 62.30636419986487]"
1700198152.2746089,"[378.1071339510261, 1149.3576632690492, 62.305616417413376]"
1700198152.3247354,"[378.1071674967134, 1149.3576169337725, 62.30593683372502]"
1700198152.3797586,"[378.10719098055483, 1149.357579268157, 62.30586816464316]"
1700198152.4417505,"[378.10722691072954, 1149.3575231132643, 62.30619291822674]"
1700198152.474552,"[378.10724478664656, 1149.3574873329667, 62.30613941213028]"
1700198152.5244622,"[378.1072548098957, 1149.3574522729596, 62.306303659614215]"
1700198152.5797071,"[378.1072567362769, 1149.3574460314042, 62.30608563790025]"
1700198152.6245134,"[378.1072342268408, 1149.3574471596116, 62.30716670028112]"
1700198152.674503,"[378.10722440153756, 1149.357442803936, 62.30758676053]"
1700198152.7245157,"[378.1072263114823, 1149.3574375680232, 62.30719800094281]"
1700198152.774562,"[378.10723537893705, 1149.3574320624125, 62.30765522453865]"
1700198152.8245187,"[378.10724988510617, 1149.3574263240246, 62.30818484309896]"
1700198152.8902216,"[378.1072682021641, 1149.3574189206856, 62.30872816075042]"
1700198152.9298804,"[378.10729758011865, 1149.3574065899518, 62.308658543439556]"
1700198152.9799109,"[378.1073226775355, 1149.3573999336932, 62.30904995831568]"
1700198153.0194557,"[378.10735842020347, 1149.3573860717938, 62.30899574950304]"
1700198153.0745738,"[378.1073832714377, 1149.3573741969267, 62.30966378190743]"
1700198153.1296422,"[378.10742419572114, 1149.357362340829, 62.309342456077616]"
1700198153.1697404,"[378.1074532121958, 1149.3573552036623, 62.30990623081266]"
1700198153.2297714,"[378.10749809152406, 1149.357347467272, 62.30954396163064]"
1700198153.2747836,"[378.1075297018409, 1149.3573462685893, 62.309731569344414]"
1700198153.3297389,"[378.1075645478786, 1149.3573439990937, 62.30971831529829]"
1700198153.374552,"[378.1075886694142, 1149.357346567741, 62.31082479185747]"
1700198153.4194937,"[378.1076301028076, 1149.3573489292346, 62.31058932479692]"
1700198153.4745753,"[378.10765163266876, 1149.357352623648, 62.31070144450146]"
1700198153.5246,"[378.10767062884526, 1149.357360883127, 62.31061248983882]"
1700198153.5744948,"[378.10767932761917, 1149.3573655874688, 62.31038118017585]"
1700198153.6246867,"[378.10763712968617, 1149.3574334177843, 62.31085525786885]"
1700198153.67486,"[378.10762536345226, 1149.357464638524, 62.31066034871473]"
1700198153.7244911,"[378.1076061755472, 1149.357498787044, 62.31026794860963]"
1700198153.7797246,"[378.1075839952941, 1149.3575181504964, 62.31030914908167]"
1700198153.8195727,"[378.1075500826788, 1149.357546099836, 62.309965524773546]"
1700198153.8746629,"[378.1075359736692, 1149.3575589730804, 62.31010442643668]"
1700198153.924549,"[378.1075241291759, 1149.3575679072717, 62.310499008890154]"
1700198153.9747355,"[378.1075175973829, 1149.3575702235803, 62.31016941753758]"
1700198154.0195363,"[378.10751109554104, 1149.3575674140284, 62.31008139643804]"
1700198154.0746357,"[378.10751839454656, 1149.3575611701704, 62.30978900979416]"
1700198154.1245885,"[378.1075374033095, 1149.3575481542232, 62.31043424121402]"
1700198154.1749113,"[378.10755234501016, 1149.3575381750861, 62.309836118956106]"
1700198154.2297487,"[378.1075722258612, 1149.3575090644022, 62.30903492788083]"
1700198154.2747107,"[378.1075849127791, 1149.3574856525452, 62.30926021537822]"
1700198154.3245256,"[378.10760123809035, 1149.3574526266025, 62.30917524466612]"
1700198154.3747458,"[378.1076097415603, 1149.3574290717634, 62.308709719502595]"
1700198154.4195678,"[378.1076143575522, 1149.3574023174324, 62.30827950864149]"
1700198154.4748008,"[378.1076174832498, 1149.357383077579, 62.30860223763491]"
1700198154.524677,"[378.1076199431586, 1149.357355513121, 62.309431498764795]"
1700198154.5746171,"[378.10761385452054, 1149.3573331244384, 62.3094186300699]"
1700198154.6246,"[378.1075799591819, 1149.357294002908, 62.31015982723258]"
1700198154.6746092,"[378.10756051184103, 1149.3572795590294, 62.30961579317605]"
1700198154.7343786,"[378.10752719125975, 1149.3572546643848, 62.309636031294815]"
1700198154.7798252,"[378.1075100263508, 1149.357238611432, 62.309821190365845]"
1700198154.8246071,"[378.1074917492073, 1149.357208513655, 62.30922272381739]"
1700198154.8748138,"[378.10747695300904, 1149.3571834646505, 62.30896381868649]"
1700198154.9195387,"[378.10747168336616, 1149.357140002526, 62.30913823024605]"
1700198154.9853804,"[378.107475647046, 1149.357107482416, 62.30854050857504]"
1700198155.019642,"[378.1074797305271, 1149.3570790457459, 62.30849950093108]"
1700198155.0702717,"[378.10749204554287, 1149.3570433208422, 62.30854202121496]"
1700198155.119944,"[378.1074943885048, 1149.3570089922596, 62.30856080808286]"
1700198155.1706588,"[378.1074950398613, 1149.3569832759808, 62.308968227695985]"
1700198155.21967,"[378.1074948277426, 1149.3569316163826, 62.309370385525185]"
1700198155.2703886,"[378.10750495503396, 1149.3568909461972, 62.30988527706947]"
1700198155.3199654,"[378.1075260776002, 1149.3568231750219, 62.30984469377344]"
1700198155.3699243,"[378.107547886361, 1149.3567834983407, 62.30983529144338]"
1700198155.4197972,"[378.1075846082876, 1149.3567292376438, 62.30970560066584]"
1700198155.476265,"[378.1076080360766, 1149.356694447747, 62.309845363095874]"
1700198155.5199273,"[378.1076386881532, 1149.3566737357266, 62.3101609907935]"
1700198155.5699613,"[378.107685062234, 1149.3567614865888, 62.3104050678214]"
1700198155.6195695,"[378.1083499169249, 1149.3580810652732, 62.30778691708787]"
1700198155.6697485,"[378.1095087365687, 1149.3602118277822, 62.3072581269826]"
1700198155.7200735,"[378.1131353677077, 1149.3667315709067, 62.30904526622814]"
1700198155.7697997,"[378.1171351533493, 1149.3739871069042, 62.31075677595986]"
1700198155.8202817,"[378.12580403241316, 1149.3899898240425, 62.31478630548031]"
1700198155.8696275,"[378.1333781954447, 1149.4041905827053, 62.31418465640673]"
1700198155.9197605,"[378.1474842546148, 1149.4308196795587, 62.309768218286074]"
1700198155.9701133,"[378.1587804203905, 1149.4521148662038, 62.306820991721224]"
1700198156.0197341,"[378.1786731162094, 1149.4893520928115, 62.305928392817265]"
1700198156.0703244,"[378.19392193240697, 1149.5177286716155, 62.30779288666932]"
1700198156.1198564,"[378.2197777639489, 1149.5658454916688, 62.30881491259618]"
1700198156.1766613,"[378.2389971810556, 1149.601766733537, 62.30780094677683]"
1700198156.2203603,"[378.27077298464087, 1149.6613534199378, 62.30336443938478]"
1700198156.2697577,"[378.2938908809538, 1149.7047285619133, 62.29995898728835]"
1700198156.3204129,"[378.3313326244053, 1149.7748778687678, 62.29448319158214]"
1700198156.370108,"[378.3581225837385, 1149.8249077321675, 62.29259901447587]"
1700198156.4200313,"[378.4008895735498, 1149.9046038764357, 62.291116136844806]"
1700198156.469688,"[378.4310146555828, 1149.9607057689425, 62.28992425754324]"
1700198156.519635,"[378.46233009975884, 1150.0190906340654, 62.2890386083246]"
1700198156.5696576,"[378.49479691120746, 1150.0796929856192, 62.28793644395154]"
1700198156.6196568,"[378.5630528509132, 1150.2072834119813, 62.28459241259997]"
1700198156.6707478,"[378.5988225013301, 1150.2741506828788, 62.28411611612931]"
1700198156.7196605,"[378.6544480375137, 1150.378144072171, 62.286189468392365]"
1700198156.7697241,"[378.69282288570736, 1150.4499099464012, 62.28805313080292]"
1700198156.819703,"[378.7522745995168, 1150.5610998138022, 62.28721222217297]"
1700198156.8704484,"[378.7931597550248, 1150.6375192052465, 62.28371851616253]"
1700198156.9341924,"[378.8563150867594, 1150.7554829027335, 62.28036432501757]"
1700198156.969803,"[378.89957620090416, 1150.8362639749023, 62.27884716553753]"
1700198157.0194867,"[378.96609666816045, 1150.9606198023907, 62.27690499972881]"
1700198157.0696769,"[379.0115763642211, 1151.0457957355463, 62.27842425465459]"
1700198157.1198082,"[379.0815241490858, 1151.1771995105123, 62.278210475971576]"
1700198157.1698604,"[379.1294631126982, 1151.2672429422526, 62.27747205270681]"
1700198157.219993,"[379.2034429407614, 1151.4058550458517, 62.27348270658531]"
1700198157.2699258,"[379.254163357983, 1151.5005647770079, 62.2709693496041]"
1700198157.3200011,"[379.33225312929795, 1151.6460871551121, 62.27231051403045]"
1700198157.370125,"[379.3855530142009, 1151.745373423054, 62.27573468122209]"
1700198157.4205449,"[379.4672571359765, 1151.8976793124016, 62.277990419685985]"
1700198157.4698317,"[379.5228566215136, 1152.0014284626668, 62.27748320132096]"
1700198157.5196278,"[379.57935301840587, 1152.106932439482, 62.27600061091346]"
1700198157.5696766,"[379.63671885270253, 1152.2142164318234, 62.27378015717022]"
1700198157.6198528,"[379.75421144582475, 1152.4340753845167, 62.2730599591412]"
1700198157.669853,"[379.8144074979641, 1152.5466856756032, 62.27534262184342]"
1700198157.7200885,"[379.9064574129613, 1152.7189849942738, 62.278032410510185]"
1700198157.7715328,"[379.96891072208524, 1152.8360709285575, 62.276272464536]"
1700198157.8198235,"[380.0642173722232, 1153.0151115424167, 62.267680648018406]"
1700198157.869809,"[380.1289018190354, 1153.136655998196, 62.26191254645748]"
1700198157.919829,"[380.2278869182023, 1153.322303610809, 62.26360355881742]"
1700198157.9697,"[380.2951732372956, 1153.448189637202, 62.26968176179959]"
1700198158.0196939,"[380.39776954224544, 1153.640084250716, 62.27467017431928]"
1700198158.0700965,"[380.46717816882244, 1153.770276169737, 62.272478712519664]"
1700198158.1201656,"[380.57307735930044, 1153.969085127158, 62.2737576467653]"
1700198158.1695762,"[380.6449489403835, 1154.1038890887503, 62.27765361345648]"
1700198158.2198234,"[380.75474681542664, 1154.3095905973437, 62.28387636835501]"
1700198158.269643,"[380.8292458132241, 1154.4489841160466, 62.285687871811476]"
1700198158.3198545,"[380.94277462907775, 1154.6614569993349, 62.284040801969624]"
1700198158.3696191,"[381.019617923894, 1154.8053797141574, 62.2804147570381]"
1700198158.420434,"[381.1365788523297, 1155.0246776056488, 62.27523494480512]"
1700198158.4698157,"[381.2157074485703, 1155.1732227415748, 62.273235578849516]"
1700198158.520244,"[381.2957332756629, 1155.3236532919725, 62.27126763858435]"
1700198158.5704267,"[381.37668224484764, 1155.4759234521848, 62.27136504608203]"
1700198158.619602,"[381.5417927486494, 1155.7858049390684, 62.27308275260772]"
1700198158.6697772,"[381.62595635256173, 1155.943478139142, 62.271730680029]"
1700198158.7195034,"[381.75403399874784, 1156.183427597066, 62.26987164754897]"
1700198158.7700877,"[381.84061506489076, 1156.345700397797, 62.26441779068243]"
1700198158.819956,"[381.97214216201314, 1156.5925635931374, 62.25635522928295]"
1700198158.8699381,"[382.0608757703681, 1156.7594472685255, 62.24966817019901]"
1700198158.9204361,"[382.195561604511, 1157.0132633434412, 62.240912200213835]"
1700198158.9701266,"[382.2864950505124, 1157.1847889432581, 62.24145247772519]"
1700198159.019679,"[382.42480957759966, 1157.445395146955, 62.24130616865348]"
1700198159.0699477,"[382.51842266260803, 1157.6212712597846, 62.23903361843919]"
1700198159.1199002,"[382.6610439114224, 1157.888344099802, 62.23617628713317]"
1700198159.1697323,"[382.75747536405896, 1158.068622083147, 62.23633866239791]"
1700198159.2198644,"[382.9039702047629, 1158.3424686362864, 62.238992882453196]"
1700198159.2701051,"[383.0028664805804, 1158.5272993463534, 62.24144623978286]"
1700198159.3196547,"[383.15288677422836, 1158.80793308335, 62.242827787392784]"
1700198159.370123,"[383.25397035701855, 1158.997306824891, 62.24158377102532]"
1700198159.41968,"[383.4072169954201, 1159.2847580251207, 62.233960116968305]"
