timestamp,data,timestamps
1700545857.4439447,"[536.9656232206767, 1782.0781649241662, -88.40719805856912]"
1700545857.4988577,"[536.9655753501909, 1782.078291407644, -88.40776708033039]"
1700545857.543857,"[536.9655455705303, 1782.078365707465, -88.40721542861704]"
1700545857.5886462,"[536.9655051308788, 1782.078428511125, -88.40729231541229]"
1700545857.648948,"[536.965479893423, 1782.078434698385, -88.40784211638854]"
1700545857.7017167,"[536.9654188758423, 1782.0784437407613, -88.40780863590271]"
1700545857.7387216,"[536.9652649459869, 1782.078525007853, -88.40686672189659]"
1700545857.7886467,"[536.9651055839743, 1782.0786089233836, -88.40579837266199]"
1700545857.849002,"[536.964947368275, 1782.0787055764397, -88.40669310136147]"
1700545857.8886557,"[536.964947368275, 1782.0787055764397, -88.40669310136147]"
1700545857.9438462,"[536.9649459213912, 1782.0788807119084, -88.42098415918264]"
1700545857.9937866,"[536.9649811040237, 1782.0789048511679, -88.41739269553744]"
1700545858.0436573,"[536.9649886870897, 1782.078901837752, -88.41211322147504]"
1700545858.0939443,"[536.9651454262777, 1782.0789501484846, -88.40967592937184]"
1700545858.143742,"[536.9653390285885, 1782.0790350136363, -88.41396947584815]"
1700545858.1937394,"[536.9655374873012, 1782.0791593229296, -88.42067878642723]"
1700545858.2390935,"[536.9655081502706, 1782.0789452795625, -88.4201888248908]"
1700545858.288745,"[536.9652976742741, 1782.0775271083112, -88.41526116900175]"
1700545858.3437274,"[536.9651590847127, 1782.0750612727197, -88.4128810172426]"
1700545858.3990228,"[536.9652615553007, 1782.0675017427895, -88.4112427799013]"
1700545858.438761,"[536.9656272136485, 1782.0594177942503, -88.41858897998273]"
1700545858.4884672,"[536.9665382797654, 1782.0423342258823, -88.43757690461734]"
1700545858.539053,"[536.9672429385936, 1782.027588159926, -88.45410414480779]"
1700545858.5937848,"[536.9682412959088, 1782.0004222034, -88.47800988052717]"
1700545858.6388702,"[536.9688478801731, 1781.97889440695, -88.49529405422945]"
1700545858.6887221,"[536.9697804663674, 1781.9412750865406, -88.52878589655617]"
1700545858.7437174,"[536.9705052906039, 1781.9125271140617, -88.55970495231898]"
1700545858.7887712,"[536.9717713993348, 1781.8636391138307, -88.61488016100552]"
1700545858.8590975,"[536.9726743268426, 1781.827048529306, -88.65583623835656]"
1700545858.8886707,"[536.9726743268426, 1781.827048529306, -88.65583623835656]"
1700545858.9441135,"[536.9745058841287, 1781.7443612846932, -88.74119761149572]"
1700545858.9939122,"[536.9762612994907, 1781.6496761567676, -88.83083301861299]"
1700545859.0492156,"[536.9770826675369, 1781.5979910754875, -88.87866230815322]"
1700545859.0938702,"[536.978242206859, 1781.5152567243765, -88.95717384480818]"
1700545859.1387527,"[536.9789559104752, 1781.4568588737948, -89.01491595089192]"
1700545859.198992,"[536.9798664176076, 1781.3646397560406, -89.10479208808664]"
1700545859.244069,"[536.9803627176432, 1781.3002470401868, -89.16178989554604]"
1700545859.306514,"[536.9810420117283, 1781.199467025831, -89.24273938459311]"
1700545859.3438532,"[536.9817483544316, 1781.0939094235177, -89.32295493548028]"
1700545859.3940277,"[536.9820306494912, 1781.0576900234375, -89.3511968720608]"
1700545859.439081,"[536.983081767508, 1780.945860269052, -89.4388648798521]"
1700545859.4940023,"[536.984254691756, 1780.829443067536, -89.52533584871983]"
