timestamp,data,timestamps
1700547624.9010026,"[-1.2124343710434309, 0.03131190501979818]"
1700547624.9160957,"[3.856971143229499, 3.519683296945302]"
1700547624.9216034,"[16.998294387153884, -9.71112405259447]"
1700547624.9272401,"[-5.398253665222161, 2.9876063827514896]"
1700547624.9313107,"[-11.243901569748292, -4.759577406761757]"
1700547624.935377,"[-10.564661344332357, -8.113151468932545]"
1700547624.9383774,"[20.536380614433252, -31.65484374803517]"
1700547624.9440024,"[1.5595040788123975, -2.612623729621879]"
1700547624.9487944,"[-14.863211244074058, 10.646979664056849]"
1700547624.9543152,"[8.928613734473815, -3.576263586188614]"
1700547624.9638166,"[2.678334605024336, -6.192386202379764]"
1700547624.970112,"[1.1842221424642254, -6.109227617514736]"
1700547624.9771492,"[-5.504903684284884, 2.194244147344007]"
1700547624.9905593,"[-2.2288761624871065, 7.017551093943455]"
1700547624.9993668,"[4.39048196677424, -14.411903734753029]"
1700547625.0088165,"[-2.1161748874135378, -10.095104126136015]"
1700547625.0198271,"[1.778567735029292, 3.2460468597704133]"
1700547625.0315275,"[2.9009313123519767, 9.958465165490594]"
1700547625.0380864,"[-8.076797714757472, 0.5277531089683799]"
1700547625.0500581,"[4.588829541726192, -4.618569076979625]"
1700547625.06268,"[-6.444578918803154, -6.979901254571793]"
1700547625.0709465,"[14.644667442853894, -18.22562172938795]"
1700547625.0790327,"[18.3965631433948, 2.1691986463453934]"
1700547625.0886378,"[-29.40250726599415, 12.448159776136974]"
1700547625.0997682,"[-7.023367873716401, 7.922617100905073]"
1700547625.1103535,"[20.352647039924033, -4.907205814384737]"
1700547625.119039,"[2.7976753825396314, -11.91002331002202]"
1700547625.128719,"[-15.40320119907013, 16.858699223940743]"
1700547625.1396918,"[7.741413049510473, 22.617740848734684]"
1700547625.1496677,"[1.4934509904614857, 4.714306938504401]"
1700547625.1589787,"[-16.54923911815924, 5.438427781658047]"
1700547625.1686175,"[4.328766381717886, -9.000594837606064]"
1700547625.179734,"[-3.805566862757938, -16.597777710546715]"
1700547625.1902876,"[8.768364696731664, 8.378804061762354]"
1700547625.1989977,"[-6.789357336549534, 6.688836917087703]"
1700547625.2086098,"[-8.755503445031456, -7.221453176972556]"
1700547625.2199008,"[3.9671516893629577, -18.89859256668693]"
1700547625.2303488,"[3.527251118007851, 5.503225174837432]"
1700547625.2390695,"[1.1053664239020877, 4.791284603449197]"
1700547625.2501469,"[0.430915091408197, -0.5995240437157424]"
1700547625.2627423,"[5.464891824022844, -0.9336021865997897]"
1700547625.2710645,"[-12.660627942227553, -11.072386312739592]"
1700547625.2790837,"[-15.146675481940301, -2.6051036542583113]"
1700547625.288625,"[5.110013407165778, 0.8000776610213182]"
1700547625.2997706,"[15.451802331044624, 4.022977162006419]"
1700547625.3103542,"[-1.6251270598888865, 4.1592079311996475]"
1700547625.3190362,"[-5.661362242587404, 6.395600674725452]"
1700547625.328853,"[1.1160631155398713, -6.1948713491903264]"
1700547625.339834,"[-7.998850818561381, 5.986820598478353]"
1700547625.3502152,"[8.653336959529172, 1.3005979498111373]"
1700547625.3597085,"[4.136112346152355, -4.077108353222648]"
1700547625.3686898,"[7.778056332716762, 0.6953024005659553]"
1700547625.379706,"[0.2439947852158181, 7.327915854423064]"
1700547625.390275,"[-15.166828059840045, 3.1387138236504373]"
1700547625.3989966,"[-6.572666667454619, 3.4173899212637093]"
1700547625.4086347,"[2.9021681074709527, 4.639039882943422]"
1700547625.419874,"[2.7167341131674294, -0.6276269595717606]"
1700547625.4303677,"[16.06115832643698, -10.52897506772648]"
1700547625.4391284,"[2.2217054559794835, 7.083376065614134]"
1700547625.4500515,"[-5.201071065898753, 7.48521340294533]"
1700547625.462704,"[-11.217383291147325, -1.708271775729132]"
1700547625.4710848,"[-0.5359903772105087, -15.235234159708083]"
1700547625.479099,"[11.943502132473919, 23.113474671970653]"
1700547625.4887094,"[8.823584212081894, 11.270040086605858]"
1700547625.4997404,"[-2.7596149891736697, -12.559930819894888]"
1700547625.510428,"[-9.626195402069687, -13.549070092287096]"
1700547625.5190144,"[-0.5531064923730493, 12.439388162985459]"
1700547625.528662,"[1.0256348440563312, 15.78609836354906]"
1700547625.5398822,"[3.212201687631858, -8.002753176642456]"
1700547625.549646,"[-1.7271455636372026, -12.084025449602638]"
1700547625.559673,"[-0.1625138314767674, 8.989193245090004]"
1700547625.5687196,"[-2.661088687340824, 0.7915191315431263]"
1700547625.5799277,"[-9.87621336655053, -4.673726867984755]"
1700547625.5902722,"[6.956245359308731, -5.538702472054957]"
1700547625.5990474,"[11.440408515917088, -7.004640574597623]"
1700547625.608727,"[3.327307821642319, 3.913307665202079]"
1700547625.6198418,"[-5.607708044418999, 10.019312201480794]"
1700547625.6304276,"[-4.885338814441578, -10.126419807833031]"
1700547625.6390543,"[-6.980133350302645, -8.053141641076381]"
1700547625.649952,"[3.7995252650019484, -0.884804414409074]"
1700547625.6627512,"[6.481486298590173, 12.16010133962284]"
1700547625.6709523,"[12.720305473024258, -1.3005895466440383]"
1700547625.6786134,"[-10.199950001082518, -20.17077916212892]"
1700547625.6886282,"[-15.990750735479768, 12.156758175033698]"
1700547625.6998928,"[2.113691489094585, -4.583826529514403]"
1700547625.7104075,"[-1.4650055824831218, 0.790140404000845]"
1700547625.7190301,"[10.938272070423412, -0.48855403754747595]"
1700547625.7291539,"[12.549514225320927, 14.534691926325705]"
1700547625.739969,"[-2.3706092094939257, 1.25807447182718]"
1700547625.7496877,"[-13.492648391644195, -9.129704783652071]"
1700547625.7593908,"[-8.21338681173324, -3.6392136863014724]"
1700547625.768854,"[5.15830543484361, 13.601665294973913]"
1700547625.7798057,"[10.631462758912123, 5.3457184779718325]"
1700547625.790619,"[0.9474682631224983, -16.98651017166657]"
1700547625.7984962,"[-9.524078368198717, 4.403882069256074]"
1700547625.8085885,"[-0.6763985848704104, 7.489342113667998]"
1700547625.8198524,"[-4.435471578235689, -8.269795924321913]"
1700547625.830268,"[5.004019825053561, -15.91330088386203]"
1700547625.839031,"[0.055346782487990555, 22.13068368341122]"
1700547625.860891,"[1.2059866157922492, 3.919363883514087]"
1700547625.9042082,"[1.0653213705659772, -4.322781257338114]"
1700547625.9192426,"[-8.621739003182737, -8.117151026579732]"
1700547625.9219418,"[9.985927451541635, 60.30259004786565]"
1700547625.927618,"[26.372010634583084, 23.307793536253158]"
1700547625.9316568,"[-8.11540741906342, -38.51113818373149]"
1700547625.9371004,"[-32.534432726324496, -22.47936578809663]"
1700547625.9398212,"[27.67141624951433, 95.30202639018457]"
1700547625.9452872,"[6.900458279238497, -11.573206565589302]"
1700547625.949914,"[-0.9121867546973768, -35.516665594804]"
1700547625.9552398,"[-12.1931442572348, 7.732782705630483]"
1700547625.9633865,"[6.381684000943609, 27.57394057887828]"
1700547625.9696062,"[6.008282055320176, -18.137455157015705]"
1700547625.97743,"[-18.750341681935357, -8.940511758142655]"
1700547625.9903567,"[5.775518207617119, 0.655666719997242]"
1700547625.9990792,"[10.478382221763786, 28.089724256429623]"
1700547626.0088701,"[-3.9158506379984614, -1.4486561560735487]"
1700547626.0197275,"[-2.047544130778239, -12.19194385620333]"
1700547626.0303686,"[-0.0022676339324936502, -3.714246891844015]"
1700547626.039027,"[3.016076448177415, 8.017070860935036]"
1700547626.0499861,"[-5.0144851110202815, 16.181323528066432]"
1700547626.0627177,"[5.652237576784074, -0.6774161512999816]"
1700547626.0709867,"[8.450800501293731, -21.611954456508755]"
1700547626.0790284,"[-15.302020255455348, 1.2256511559795102]"
1700547626.0886164,"[-9.612674891629494, 10.052709422523552]"
1700547626.0970604,"[6.957566210198783, 1.3304199367430034]"
1700547626.1103964,"[1.9638799288919004, -8.26638200577847]"
1700547626.118997,"[0.8007379122954493, -3.0615783028163976]"
1700547626.1286948,"[4.0122578384092655, -2.327498677562059]"
1700547626.1397696,"[-3.180976687492271, 0.6772116923123653]"
1700547626.1496222,"[-3.7755226704560862, 0.27407366584416065]"
1700547626.1590006,"[-1.2981755888878401, 2.061775998284768]"
1700547626.1686316,"[10.364183197408623, -7.082531445739652]"
1700547626.1798098,"[-4.5715355513618885, 4.434128828522888]"
1700547626.190283,"[-1.0243635456776183, -2.8220924855020013]"
1700547626.19899,"[3.445344415613435, -8.529196307898005]"
1700547626.2086403,"[-7.598890927091709, -6.227332735089363]"
1700547626.2197886,"[1.7877211521407972, 11.367398304273204]"
1700547626.2302685,"[6.431543813258252, -1.4360187802173547]"
1700547626.239133,"[-1.8074912500971776, -1.3852698194095254]"
1700547626.2500632,"[0.6351816028898749, -2.682467040235251]"
1700547626.2627366,"[-6.9658440408787525, 8.250039588389182]"
1700547626.2720013,"[5.338266194389312, 0.41880407063278524]"
1700547626.278777,"[3.8636911031166115, -10.46338506189373]"
1700547626.2886446,"[-4.350214960283277, -5.124958303567929]"
1700547626.2997794,"[0.5604892200490128, 8.745545314709327]"
1700547626.3104823,"[3.382685590027543, 11.15269820248654]"
1700547626.3180437,"[-8.444863322227368, -8.855095400518438]"
1700547626.3286493,"[-1.6794050747058415, -9.593718245370823]"
1700547626.3397815,"[5.92438171025657, -4.0791460675482965]"
1700547626.3506665,"[5.020228031482647, 10.863613233164362]"
1700547626.3602502,"[-11.989366041222805, -2.581796538885021]"
1700547626.3687055,"[-5.136262653121171, -6.203498556436441]"
1700547626.3797357,"[9.956958973308826, -7.795818102143183]"
1700547626.391261,"[-0.21320128313872938, 7.339909335391049]"
1700547626.3980768,"[-7.718997830908522, 17.712331847119593]"
1700547626.4086273,"[2.504401246870206, -12.454226608379876]"
1700547626.419747,"[8.236231125282883, -5.993117419706582]"
1700547626.4304461,"[-10.058928008122832, 15.774490341563384]"
1700547626.439087,"[-1.351933182475002, 1.4314430755603758]"
1700547626.4501214,"[5.254055612036656, -10.588161047812374]"
1700547626.4626756,"[3.4902465773377473, -5.8963235700995495]"
1700547626.4709544,"[-8.299361710707357, -2.080673585783894]"
1700547626.4790404,"[-13.88666657514742, 21.557125725414675]"
1700547626.488763,"[8.491175365414986, 7.223076509436651]"
1700547626.499802,"[5.13349183347305, -7.188544970729524]"
1700547626.5103505,"[-3.9727404113490286, -8.745977159294604]"
1700547626.51902,"[9.308757862202865, 3.459599467745791]"
1700547626.528658,"[-1.584518383214907, 13.298170488955895]"
1700547626.5397122,"[-6.702449620136342, 3.246799559091299]"
1700547626.5496461,"[5.75465985579813, -16.146982709416687]"
1700547626.5590763,"[4.9270779695542215, 4.25456065109282]"
1700547626.568733,"[-4.8267476524598205, 13.013495414741763]"
1700547626.579851,"[-1.9868166620797896, -0.320857201940604]"
1700547626.5903683,"[1.7378259924305077, -8.547089694172584]"
1700547626.599076,"[1.4267907175804346, -9.544778463802551]"
1700547626.6087177,"[-7.101152972100912, 1.727657031105459]"
1700547626.619653,"[1.4761414106073851, 8.845888049343602]"
1700547626.6303794,"[2.0511964756678305, 0.3610649426965619]"
1700547626.6390045,"[-6.936950130391848, -7.347413107895299]"
1700547626.6499708,"[0.4747620505883046, -7.599159587439755]"
1700547626.6626813,"[1.4257250257833003, 7.110632414970818]"
1700547626.6709533,"[-8.523064923397179, 13.040884743147906]"
1700547626.6784365,"[5.595019236814251, -16.349033165421698]"
1700547626.6886098,"[7.343744332085737, -8.271465845071022]"
1700547626.6998587,"[5.69147987581334, 3.0425521005634035]"
1700547626.710369,"[-7.334503990336883, 5.3813303961073755]"
1700547626.7190309,"[-11.070876523119082, -6.090836900443381]"
1700547626.728741,"[10.57468961424392, -11.702384708326298]"
1700547626.7396796,"[-3.7352570153376288, 0.7942935047765792]"
1700547626.7497697,"[6.4867617477323325, 3.109748436965471]"
1700547626.7594714,"[0.524355876257423, 6.923179848979287]"
1700547626.7686746,"[-1.9771486315745115, -4.253393204945202]"
1700547626.7797334,"[0.36625887332995527, -4.257452848477079]"
1700547626.7903929,"[-9.385827009133317, 2.071303188809381]"
1700547626.7984693,"[12.37469479753198, 3.4110927372255047]"
1700547626.8086467,"[3.3651544392330104, 2.4669700819452]"
1700547626.8199189,"[-6.731570306853371, 3.1329225531725893]"
1700547626.8304799,"[4.3833634176804575, -2.6907725241154137]"
1700547626.83923,"[-8.840186458287542, -6.3606212451632675]"
1700547626.8605533,"[-3.3231599280753175, 1.0855026582109457]"
1700547626.9041097,"[-0.027940022676126018, 2.44510384199666]"
1700547626.9195418,"[8.684074543052969, -4.72600288552847]"
1700547626.922762,"[-4.046831935000409, -25.237242043302327]"
1700547626.9282472,"[-7.169503308552099, 8.499827064521087]"
1700547626.9323514,"[3.8977303333081994, 23.402502373588735]"
1700547626.937772,"[-4.676316363435872, -14.138230687282116]"
1700547626.9404635,"[17.301622361473108, 0.20824159737632864]"
1700547626.9467287,"[10.78538224614965, -4.288456300003806]"
1700547626.951028,"[-8.398699534988028, -0.7840408870558397]"
1700547626.9563773,"[-19.291595500892146, 16.890844006742178]"
1700547626.964644,"[-1.389683278852109, 1.1870709839929903]"
1700547626.9701047,"[11.536896093381982, -21.306989429745958]"
1700547626.9773395,"[-0.7605035243798056, -8.786294990816982]"
1700547626.990443,"[3.103148583517924, 6.87339842138506]"
1700547626.9990642,"[3.9554944915968573, 8.315478374935418]"
1700547627.0088568,"[-4.633653875472693, -2.5873878074935903]"
1700547627.0197632,"[-1.8571629866474748, -1.451740056190563]"
1700547627.030423,"[12.819793916166837, 12.250101985392842]"
1700547627.038636,"[-3.0502798587384965, -5.3730453383349435]"
1700547627.0500257,"[-12.593648000613609, -16.414943603899815]"
1700547627.062706,"[-11.787725377717923, -7.5408781239643385]"
1700547627.0709534,"[16.149733617550268, 23.415768053708742]"
1700547627.079075,"[25.91247455315375, 25.35970889992347]"
1700547627.0886285,"[-3.948552248772201, 0.3853955664485176]"
1700547627.0970342,"[-9.304852035778511, -13.722706623607731]"
1700547627.1104264,"[-5.38636995500746, -7.7013679133349395]"
1700547627.1190877,"[-4.3711980495408875, -0.5347660675224429]"
1700547627.1287827,"[15.166094908404936, 1.3102531663726127]"
1700547627.139762,"[0.42493708834921723, -4.5288623963765575]"
1700547627.1496627,"[-9.772672709824032, 2.532451765851063]"
1700547627.1590245,"[-8.023936527968717, 4.7448759888380225]"
1700547627.1687098,"[0.44502793253959444, 11.935507907091326]"
1700547627.1798718,"[6.7526819511442495, -3.9298514934414843]"
1700547627.190271,"[2.2087723678059485, -8.874788379695751]"
1700547627.1990361,"[-6.275779933502429, -5.787765271405704]"
1700547627.2086608,"[-2.9939217587026907, 10.002835911828118]"
1700547627.2171414,"[4.3010779488325905, 8.202779790093274]"
1700547627.2303762,"[2.1266470376846787, -4.027027177190485]"
1700547627.2390788,"[-9.09515934615571, -3.855247471751169]"
1700547627.250074,"[7.198928728205265, 4.616373173605273]"
1700547627.2627316,"[7.565251635432115, 0.48596901464459835]"
1700547627.2711847,"[-14.124631125585625, -5.583761631456528]"
1700547627.279128,"[-12.953682582771192, 10.411841946548266]"
1700547627.2886739,"[10.150009037364157, -2.5778523730132745]"
1700547627.2997992,"[6.600963027616422, -9.533135307415318]"
1700547627.3103166,"[-2.6738765978737233, 2.122784257045844]"
1700547627.319061,"[-1.944910204190138, 18.22561338120903]"
1700547627.3286674,"[1.1377814448411472, 8.096388072908525]"
1700547627.3370385,"[-0.8152424062104267, -9.477031265327732]"
1700547627.3506732,"[-0.7124147913166614, -0.39945511172670917]"
1700547627.360161,"[-6.153162102932294, 23.094242657905767]"
1700547627.3687744,"[7.243152894109202, -49.95063388389246]"
1700547627.3796966,"[4.972004764849779, -1.8070406923468376]"
1700547627.3912678,"[-8.604566814878902, 34.970182133785215]"
1700547627.398127,"[-9.373553592039917, -27.031566822839746]"
1700547627.4086144,"[1.9783064500902645, -32.68855989467682]"
1700547627.4197698,"[14.782406058753104, 3.8744011580876165]"
1700547627.4303105,"[-7.4463886797578605, 23.56200855445088]"
1700547627.439243,"[-4.19211457483637, -9.382733480295656]"
1700547627.4500659,"[1.1244228061511363, -1.845326787298612]"
1700547627.462745,"[7.754996027183056, 0.46377881480584127]"
1700547627.4709806,"[-14.226341666850205, -4.318897971376403]"
1700547627.4790971,"[-7.681621773026789, 14.6547298796823]"
1700547627.4887242,"[7.11739104079244, 13.384690547540933]"
1700547627.499726,"[2.7736732655261647, -9.146670726080592]"
1700547627.5105672,"[3.6892412410627005, -9.936584103930366]"
1700547627.5181017,"[0.9406654219787374, 26.724241379375485]"
1700547627.5286787,"[-2.1067809161732716, 14.037692853794585]"
1700547627.5398052,"[-1.1855535027126693, -14.068752628351909]"
1700547627.5496228,"[-6.182388627517965, -11.492433343036032]"
1700547627.559148,"[8.997838727328139, 13.370014495583872]"
1700547627.568651,"[6.44442514091709, 14.938134029161407]"
1700547627.579956,"[1.6093018279001734, -15.276885185318578]"
1700547627.5903406,"[-16.388769304392895, -0.6559421978098846]"
1700547627.5990243,"[-10.384407887049745, 13.090454814317523]"
1700547627.6088264,"[5.712372567639292, 9.431974519059168]"
1700547627.6197963,"[8.320374146535798, -18.793967210399163]"
1700547627.630429,"[7.119212389504822, -6.89113794561853]"
1700547627.6391199,"[-3.3763850505557826, -1.2591696612309304]"
1700547627.6501772,"[-6.868637039844345, 6.547154073663704]"
1700547627.6627488,"[-4.0969204854166685, 3.3261025294893694]"
1700547627.6711318,"[3.0001776968142884, 9.70045928022533]"
1700547627.679117,"[0.9166845311973267, -16.498038827288497]"
1700547627.6886897,"[7.256671766275204, -20.43228710945788]"
1700547627.6999247,"[2.6065506039692785, 0.3353253059997042]"
1700547627.710393,"[-22.96040889941153, 31.689143942388803]"
1700547627.7194293,"[7.398495645181267, -1.4958951954633697]"
1700547627.7288697,"[24.018761604853403, -28.84150930775824]"
1700547627.7399688,"[2.7247138917509552, -17.675946711005146]"
1700547627.7499921,"[-18.17319478793658, 27.969474664932882]"
1700547627.7597075,"[-4.444642892574137, 30.06673529299183]"
1700547627.7689042,"[0.6832315928779714, -16.474228650938077]"
