timestamp,data,timestamps
1700545481.6598783,"[-0.12529278080078332, 0.02852546193431903]"
1700545481.6703184,"[0.2785985743848528, -0.541948727692372]"
1700545481.6784377,"[0.44761325966476484, -1.5772900884327545]"
1700545481.6927495,"[0.22400613478587017, 0.1137959299637321]"
1700545481.6999936,"[0.0027093347498449486, -0.359947804755412]"
1700545481.7115345,"[0.3320644767765554, -0.36974315963635224]"
1700545481.7209263,"[0.5651422713565586, 0.10334810553878657]"
1700545481.7327447,"[0.860244608426399, -0.4173066871933793]"
1700545481.7398856,"[0.5790937080469203, -0.04494463598087439]"
1700545481.7500985,"[0.8942425251378885, 0.5438781511753144]"
1700545481.7585552,"[0.44669209526518, 0.7116236778558956]"
1700545481.7728348,"[0.7253736550084656, -0.6620671291377173]"
1700545481.7798247,"[0.238744354059152, 0.25474521709159087]"
1700545481.7903342,"[0.34969650100513183, -0.05612997980723959]"
1700545481.7983565,"[1.2583250463241575, 0.012123566378567614]"
1700545481.8302312,"[0.022737907041451497, 0.13342086665640257]"
1700545481.8707595,"[-0.0628644706956198, -0.1290642685300459]"
1700545481.8890767,"[0.15876549953781607, 0.04836160622594806]"
1700545481.8934228,"[-0.5729749033104956, 0.11244638102482298]"
1700545481.900279,"[-0.6494253746761405, -0.30242323156112266]"
1700545481.9031014,"[-0.8448706022658318, 0.39820683832800974]"
1700545481.9103045,"[-1.073519805164785, 0.79427372673446]"
1700545481.9129918,"[-1.9551742462447, -1.6073395505941515]"
1700545481.9198966,"[-1.0410752119609556, 0.25639776559974364]"
1700545481.9225671,"[-4.468136126401502, 0.710745793513461]"
1700545481.926635,"[-1.9600702539526274, 0.9398869639460943]"
1700545481.936202,"[-0.4547225757126632, 0.10795716814837585]"
1700545481.9432645,"[-1.0540479989061462, 0.035741882074179256]"
1700545481.945947,"[-4.924601945685352, 1.689069115916561]"
1700545481.9513197,"[0.17657490401490006, 0.026253246153533527]"
1700545481.9585388,"[-0.1699177360221969, 0.7197412698683244]"
1700545481.972931,"[-0.44073308240336573, 0.48605460563459474]"
1700545481.980038,"[-0.8786887748204084, 1.444743517564668]"
1700545481.990068,"[0.516925644511976, -0.35388865106687184]"
1700545481.9985092,"[0.1857811720750678, -0.30812470818954074]"
1700545482.0112078,"[0.10212432211138218, 0.18475193799362025]"
1700545482.0211904,"[0.04620875421703949, 0.2329953286496539]"
1700545482.0302584,"[0.09570014573248044, -0.9854224202567381]"
1700545482.038415,"[0.4741473801803339, -0.4042809522444848]"
1700545482.052582,"[0.520300936914418, -0.24937488300937527]"
1700545482.0599682,"[0.5248311718853526, 0.019349446713173908]"
1700545482.0701907,"[0.06601041418060222, 0.24894040730496772]"
1700545482.0784373,"[0.3180794800166315, -0.041047078279286935]"
1700545482.0927324,"[0.7365974748675995, -0.6201804121126839]"
1700545482.0998728,"[1.6510642995366578, -1.3316784953273546]"
1700545482.110796,"[0.08827357277964772, -0.2956776599091135]"
1700545482.120202,"[0.28878059346302537, 0.10660352440341445]"
1700545482.1328187,"[1.2846577787144637, -0.10488726477113565]"
1700545482.139873,"[1.3101612363223276, -0.5797679829957456]"
1700545482.1503103,"[0.5179330249260756, -0.5162682263955294]"
1700545482.1584785,"[0.6917817270490352, -0.3558636681650445]"
1700545482.1726208,"[0.0938682593699018, 0.42654077681368385]"
1700545482.179955,"[0.30945548361497754, -0.81667266915783]"
1700545482.1902318,"[0.2839066694982361, 0.2252501583205672]"
1700545482.1984437,"[-0.31455636735906034, 0.255661051905869]"
1700545482.21121,"[-0.17228356022376526, 0.26366271936969643]"
1700545482.2212076,"[-0.5214736030003828, 0.7822675723277839]"
1700545482.2300363,"[-0.2506157865063622, -0.42727068224471115]"
1700545482.2385147,"[-0.7530265376967614, -0.007832287183131613]"
1700545482.2526886,"[-1.117227964358564, 0.30007124944253133]"
1700545482.259847,"[-2.050687009668628, 0.4341201333917145]"
1700545482.2702198,"[-0.7337469377213122, 0.38362902561073015]"
1700545482.278511,"[-0.6118007848780024, 0.25462521170009905]"
1700545482.2928572,"[-0.6049741710831816, 0.15781699395389256]"
1700545482.29995,"[-1.3767981396764526, -0.7126380444884984]"
1700545482.3111916,"[-0.3708172142384798, 0.20751037483043966]"
1700545482.3206244,"[-0.7304200186245062, 0.6327133848024902]"
1700545482.3327165,"[-0.3250599051968335, -0.06814842200424066]"
1700545482.3400347,"[-0.17867442411737514, 0.18822821983645427]"
1700545482.3500557,"[-0.28489706610585114, -0.2289061475224054]"
1700545482.358451,"[-0.6826177616126723, -0.09533840141388443]"
1700545482.3728628,"[0.4642795857141612, 0.2950823985866285]"
1700545482.3799171,"[0.03701921470414495, 0.4036826142141483]"
1700545482.390213,"[-0.014843894968169274, -0.1624236915254812]"
1700545482.398491,"[0.5645861191644018, -0.24450205361431138]"
1700545482.4112792,"[0.721045506308598, 0.23649350508851316]"
1700545482.4212081,"[1.3549408035304353, -1.1535616549864518]"
1700545482.4302568,"[0.7434923788326124, 0.6865916864066112]"
1700545482.438479,"[0.2966076537955224, 1.2273479457644492]"
1700545482.4528646,"[0.6306357805861746, -0.4291598022914297]"
1700545482.45997,"[2.486347766475939, -1.3404382169137732]"
1700545482.4700074,"[-0.0637159522264437, 0.04270946083644717]"
1700545482.4784927,"[0.4906535375996996, -0.08949890252646042]"
1700545482.492842,"[0.7659700187382584, 0.37598842682618305]"
1700545482.4998426,"[0.8433458092461205, -0.9948135023131046]"
1700545482.5109682,"[0.20412311389321525, -0.36833178824707125]"
1700545482.520443,"[0.027010840141337113, -0.3603111693559833]"
1700545482.5328016,"[0.3558435221091738, -0.3246146730089872]"
1700545482.5398686,"[-0.0678294507936315, -0.1172838264483205]"
1700545482.550262,"[0.18450612611190498, 0.10066148103004799]"
1700545482.5584755,"[-0.4547715899594961, 0.5069239588422267]"
1700545482.5727236,"[-0.34243009508009087, -0.5244169040120419]"
1700545482.5799503,"[-0.30235721294794066, -0.4392551181301145]"
1700545482.5901456,"[-0.8146333924303337, 0.2750949517508745]"
1700545482.5984085,"[-0.6745673166400761, 0.5381478128254907]"
1700545482.6112413,"[-0.8341267777733417, -0.1377315017686187]"
1700545482.6211789,"[-0.733382427244388, -1.1263722227936073]"
1700545482.630178,"[-0.287612423066302, 0.9669812671046908]"
1700545482.6385858,"[-0.4919148389396733, 1.4970924461728323]"
1700545482.6528184,"[-0.5954004892414779, -0.06908317619143592]"
1700545482.6599147,"[-0.9451646249290377, -0.22423116856293002]"
1700545482.6703253,"[-0.4262218041567037, 0.52554018225868]"
1700545482.6785305,"[-1.0350642489398594, 0.7403440466549571]"
1700545482.6927795,"[0.14317446931503064, -0.11949970611245395]"
1700545482.699994,"[0.061496080349298, 0.6222997858850021]"
1700545482.7112548,"[-0.6238424085240392, 0.4015957790133737]"
1700545482.720726,"[0.007259955699779029, -0.10309278927970368]"
1700545482.7327719,"[0.2419668881669109, -0.18987663780400965]"
1700545482.739904,"[0.28757018142720125, 0.487537491493191]"
1700545482.750098,"[0.05323547614240547, -0.15270158628195601]"
1700545482.7584915,"[0.42058961005705997, -0.1436078419801512]"
1700545482.772676,"[0.009749045388406376, -0.15204602766073008]"
1700545482.77996,"[1.0936859789759465, -0.8407820259135789]"
1700545482.7903123,"[0.48546846083841316, 0.3870616691507786]"
1700545482.7984388,"[0.3213157787172508, -0.03150741844550267]"
1700545482.8219655,"[0.4359403701724967, -0.0779291459122777]"
1700545482.8632178,"[0.08934943778091602, -0.14209754835243948]"
1700545482.8797383,"[0.37878975039300533, -0.4294254501630065]"
1700545482.8838553,"[1.2347405866068801, 0.2513885838886097]"
1700545482.8908012,"[-0.12343662244849525, 1.0980178336124355]"
1700545482.8935692,"[2.7461303084308963, -2.58122149298825]"
1700545482.8991253,"[0.9416031845054041, -0.18222814754646624]"
1700545482.902138,"[0.91727795906072, -0.03712873207279913]"
1700545482.9103756,"[0.4424186460948283, 0.05350907360868108]"
1700545482.9131484,"[1.785744199588768, 2.4365068392972433]"
1700545482.9189484,"[-0.5471349574356541, -0.31577097436204926]"
1700545482.9273283,"[0.07827682136409596, -0.34002156274707024]"
1700545482.9342117,"[-0.024230989453771966, 0.21334720134777332]"
1700545482.9402869,"[-0.2677651410879822, 0.5355221348646121]"
1700545482.9502647,"[0.16857202545806646, -0.8477646329343522]"
1700545482.9587438,"[-0.5100357796241484, 0.09514383485311471]"
1700545482.9727747,"[-0.4605202465717509, 0.6307744401164543]"
1700545482.9799488,"[-0.6295092036839177, -0.6604683792776153]"
1700545482.9901435,"[-0.8121143682692213, 0.1310744232335855]"
1700545482.9986053,"[-0.3448103754951895, -0.16839489568108565]"
1700545483.0112152,"[-0.5151068169835972, 0.15149901618583334]"
1700545483.0211868,"[-1.000979427605673, 0.07765534943814091]"
1700545483.03021,"[-0.6968674620763707, 0.010907107672639653]"
1700545483.038572,"[-0.16024318053277678, -0.2395028649837433]"
1700545483.052912,"[-0.07120748791975796, -0.11511272400440145]"
1700545483.0599926,"[-0.9512458337630867, -0.5901564578389576]"
1700545483.0701838,"[-0.6800100464613851, -0.12375875404478168]"
1700545483.0784404,"[0.5016325516110692, 0.22743518642597213]"
1700545483.092808,"[-0.3687120769649953, 0.490453274336829]"
1700545483.0998673,"[0.7052027394477995, -0.23031996211681965]"
1700545483.1108234,"[-0.0173583163378503, -0.17728200199180502]"
1700545483.120258,"[-0.12048747683156227, 0.19601881259193463]"
1700545483.1328146,"[0.44704846317462316, -0.08587750251574011]"
1700545483.1399777,"[1.0148682237088633, -0.39932319394840776]"
1700545483.1502426,"[0.003326827925807373, 0.40864139230140556]"
1700545483.158463,"[0.522864543661953, 0.75135484164012]"
1700545483.1726236,"[0.963912759249217, 0.0005189804863559914]"
1700545483.1800108,"[-0.24769584817058704, -0.3231040467603403]"
1700545483.1902068,"[0.4421720973826863, 0.14021839152829924]"
1700545483.1984546,"[1.26004826034844, 0.13062685967717302]"
1700545483.211213,"[0.20615216963620642, -0.11249317069822705]"
1700545483.2211928,"[0.18811513384450282, 0.5565680304342158]"
1700545483.2302244,"[0.2928127853918401, 0.8522380506797415]"
1700545483.2385206,"[-0.8092026665333422, 0.24942937060729822]"
1700545483.2526371,"[-0.0016657082795775708, -0.3440955042027376]"
1700545483.2598162,"[1.2238460669301756, -0.3532474619999288]"
1700545483.270208,"[0.6357568553045538, -0.574899346017234]"
1700545483.278441,"[-0.5508213178995062, -0.07934589193787589]"
1700545483.2926648,"[-0.5808465955224937, -0.15830700092205255]"
1700545483.2999542,"[0.17408899674936879, 0.026016517188136443]"
1700545483.3111339,"[0.4159583737593991, -0.11658290118190477]"
1700545483.3212736,"[-0.7203063669446073, 0.571233391079016]"
1700545483.3334398,"[-0.9264001836049566, -0.2062266321816819]"
1700545483.339894,"[0.07605962166186482, -0.3985665672957849]"
1700545483.350181,"[0.44689397884438964, -0.7991665370483255]"
1700545483.3584816,"[-0.6147581747910578, -0.34892435794719706]"
1700545483.372826,"[-0.5839908752146079, 0.535305732329873]"
1700545483.379871,"[-0.34310208450602997, -0.263716989288051]"
1700545483.3903005,"[-0.6091845613998276, -0.33264395378239525]"
1700545483.3984473,"[-0.21277085970109894, -0.27509783166442553]"
