timestamp,data,timestamps
1700198434.3275723,"[378.35098674404185, 1149.8872840422705, 62.915541438938504]"
1700198434.377786,"[378.3509939679918, 1149.8873936419154, 62.915395402958545]"
1700198434.4277368,"[378.3509967403277, 1149.8875055836977, 62.916041580419815]"
1700198434.4889543,"[378.35099137061167, 1149.8876781208603, 62.91531118136657]"
1700198434.5275183,"[378.35099137061167, 1149.8876781208603, 62.91531118136657]"
1700198434.5784054,"[378.35101754597065, 1149.8876941892097, 62.91673317840954]"
1700198434.6276019,"[378.3510270057808, 1149.8876881694086, 62.917201110264585]"
1700198434.677601,"[378.35105368618156, 1149.8876663644076, 62.9168469873008]"
1700198434.728162,"[378.3510759279175, 1149.8876510101577, 62.91677965771679]"
1700198434.77783,"[378.3510945324118, 1149.8876335140615, 62.91751421974112]"
1700198434.827822,"[378.351102687641, 1149.8876219664953, 62.91728080872842]"
1700198434.883729,"[378.3511060320868, 1149.8876128947145, 62.91743913854694]"
1700198434.9280226,"[378.35110119350946, 1149.8876136614058, 62.91724625033558]"
1700198434.977712,"[378.3510780152577, 1149.887628031484, 62.91762823409925]"
1700198435.0278218,"[378.3510617208321, 1149.887636590212, 62.91756740775487]"
1700198435.0778348,"[378.35103180568285, 1149.8876486648378, 62.91770038364926]"
1700198435.1277869,"[378.35100785945343, 1149.8876567408074, 62.91845368465532]"
1700198435.1777282,"[378.350970229466, 1149.887674006285, 62.918553649089375]"
1700198435.2279544,"[378.35094594019915, 1149.8876839513077, 62.918771624851374]"
1700198435.2777944,"[378.3508991528583, 1149.887698259136, 62.91831432382502]"
1700198435.328249,"[378.35086169857783, 1149.8877175685384, 62.91823814705489]"
1700198435.3950937,"[378.3507846, 1149.8877501612608, 62.918234133681324]"
1700198435.4283407,"[378.3507379675964, 1149.8877825254772, 62.91797056224706]"
1700198435.4777358,"[378.3506795128576, 1149.8878299575729, 62.9166948658827]"
1700198435.527907,"[378.3506795128576, 1149.8878299575729, 62.9166948658827]"
1700198435.577828,"[378.35080739391833, 1149.8877479316259, 62.918378880764315]"
1700198435.6278636,"[378.3509067398871, 1149.887717508785, 62.91817284391346]"
1700198435.6778169,"[378.3510207050554, 1149.8877291584918, 62.91698001227444]"
1700198435.7281008,"[378.3511048045683, 1149.887742080003, 62.916369102328886]"
1700198435.7782378,"[378.3512546136716, 1149.8877457885505, 62.91665680105523]"
1700198435.827717,"[378.35135411441587, 1149.8877316513626, 62.916752814323]"
1700198435.8780568,"[378.35146309142425, 1149.887715461774, 62.91710185916703]"
1700198435.9276917,"[378.3515140724272, 1149.8877237272732, 62.91567726599558]"
1700198435.9785788,"[378.3516009294865, 1149.8877712236972, 62.91494605678126]"
1700198436.0281029,"[378.3516933502446, 1149.8878050080234, 62.914710045816605]"
1700198436.07787,"[378.3518692530137, 1149.887838710705, 62.916378185856324]"
1700198436.1283784,"[378.35197538787315, 1149.8878532628548, 62.91626632749084]"
1700198436.1776664,"[378.3520889777903, 1149.8878756050494, 62.91544767528988]"
1700198436.2277663,"[378.3521536658272, 1149.8878872871812, 62.91475111688558]"
1700198436.277652,"[378.35227728435984, 1149.8879022545661, 62.91455959384221]"
1700198436.3278904,"[378.35238241933854, 1149.8879190033751, 62.915678016276445]"
1700198436.3785212,"[378.35254774159046, 1149.8879526427863, 62.91575096236812]"
1700198436.427595,"[378.35266113001273, 1149.8879766082762, 62.9152138286179]"
1700198436.4777043,"[378.35283805858796, 1149.8879949535767, 62.91363137488746]"
1700198436.52767,"[378.35283805858796, 1149.8879949535767, 62.91363137488746]"
1700198436.5838664,"[378.3528427504793, 1149.8879836899375, 62.91422724956338]"
1700198436.6277585,"[378.3527811452834, 1149.8880107972818, 62.915521124258404]"
1700198436.6778688,"[378.3526679418459, 1149.8880832368652, 62.91519192318029]"
1700198436.7275672,"[378.3526213935276, 1149.8881969917782, 62.91385305751931]"
1700198436.7778497,"[378.3528763015064, 1149.8889132345844, 62.91277522221805]"
1700198436.8286502,"[378.3536445699162, 1149.8904623537646, 62.91248608556138]"
1700198436.8780081,"[378.3563647212967, 1149.895676218544, 62.91288171852262]"
1700198436.9279232,"[378.3595682966888, 1149.9017932638112, 62.914417826107226]"
1700198436.9776368,"[378.36690426821343, 1149.9159597287783, 62.915972305498826]"
1700198437.0279727,"[378.37356733296946, 1149.9289743031943, 62.91533867025672]"
1700198437.0786066,"[378.3862640805776, 1149.953888402334, 62.9108338043551]"
1700198437.1290088,"[378.39655605930693, 1149.9740538954097, 62.90717072486919]"
1700198437.1839776,"[378.41479377484455, 1150.0096280055354, 62.90133379427742]"
1700198437.227985,"[378.42884199397673, 1150.0368941787144, 62.8977848859314]"
1700198437.2777257,"[378.45284097709884, 1150.0832822084683, 62.894888229082795]"
1700198437.327837,"[378.4708476718783, 1150.1180138369668, 62.89197039365553]"
1700198437.3837056,"[378.5008239850343, 1150.175903069998, 62.88588670474139]"
1700198437.4278982,"[378.52271655267486, 1150.2183216519027, 62.878277328573276]"
1700198437.478225,"[378.5582763137479, 1150.2873826277298, 62.8637364719256]"
1700198437.5279076,"[378.5582763137479, 1150.2873826277298, 62.8637364719256]"
1700198437.5776544,"[378.6245877744481, 1150.415956551301, 62.84465915364045]"
1700198437.6282864,"[378.6534772792322, 1150.471692878436, 62.83939496145073]"
1700198437.6778488,"[378.6991385722433, 1150.5594821974453, 62.833781212822245]"
1700198437.7276034,"[378.73105479155, 1150.620743820573, 62.82852536287859]"
1700198437.77778,"[378.78093897183703, 1150.716646446482, 62.819000736505345]"
1700198437.8283637,"[378.8154445749318, 1150.7831324543463, 62.81195628570198]"
1700198437.877762,"[378.86894701159844, 1150.8863868880162, 62.79927436269588]"
1700198437.9279022,"[378.90580314383385, 1150.9575195485586, 62.79137638661791]"
1700198437.9776769,"[378.96290714437964, 1151.0677499726125, 62.78355958286027]"
1700198438.0276327,"[379.0021904929855, 1151.1436779839667, 62.77952610148954]"
1700198438.077954,"[379.0629529677703, 1151.2611230650343, 62.77314201013445]"
1700198438.127943,"[379.1046963382536, 1151.3416283760075, 62.76493529074268]"
1700198438.1783278,"[379.16916711063317, 1151.4656360990512, 62.7508632305759]"
1700198438.2276764,"[379.21337853220064, 1151.5505529949728, 62.7405230654592]"
1700198438.2777402,"[379.28150864921236, 1151.681489700698, 62.725971260957564]"
1700198438.3280327,"[379.3281360770321, 1151.771120614926, 62.717322057893355]"
1700198438.377882,"[379.39987298063954, 1151.9088832947218, 62.707056873203854]"
1700198438.4277225,"[379.4488033158177, 1152.0028117469876, 62.70117962334907]"
1700198438.4778185,"[379.52378237988944, 1152.1467487321488, 62.68744198904605]"
1700198438.527771,"[379.52378237988944, 1152.1467487321488, 62.68744198904605]"
1700198438.5779982,"[379.62685070031966, 1152.3445302612524, 62.66642545388941]"
1700198438.6276898,"[379.70671648932466, 1152.497508748157, 62.653548459900065]"
1700198438.6776738,"[379.7889592811132, 1152.6545362349857, 62.64592013602639]"
1700198438.7276225,"[379.8450070841067, 1152.7614537220884, 62.63960675110826]"
1700198438.7776723,"[379.93069948849336, 1152.9252559412703, 62.622497797080854]"
1700198438.828642,"[379.98886203244774, 1153.0367451381046, 62.608444149096115]"
1700198438.8778844,"[380.07780308501196, 1153.207423405422, 62.59160206982989]"
1700198438.928226,"[380.13836411837536, 1153.323486648047, 62.586967304512726]"
1700198438.9837294,"[380.23115490022326, 1153.500804551686, 62.58304978524959]"
1700198439.0276563,"[380.2941551425702, 1153.621070614598, 62.57601417233553]"
1700198439.0777392,"[380.3901808043289, 1153.8048772295588, 62.55519357132673]"
1700198439.1283085,"[380.45530751073153, 1153.9297653497185, 62.54378662665327]"
1700198439.1776862,"[380.55501279969303, 1154.120473010899, 62.534639136344666]"
1700198439.2276065,"[380.6228780341418, 1154.2498252048338, 62.53151347172248]"
1700198439.2777772,"[380.7267036619001, 1154.44731212667, 62.52498494216741]"
1700198439.3278542,"[380.7971415702193, 1154.5812451287225, 62.51691676395454]"
1700198439.37791,"[380.9045304184804, 1154.785552992752, 62.49996243612943]"
1700198439.4276614,"[380.9772782964335, 1154.9239774698465, 62.4891043055641]"
1700198439.4966757,"[381.08822789887495, 1155.1350731905093, 62.473849467687685]"
1700198439.5276701,"[381.08822789887495, 1155.1350731905093, 62.473849467687685]"
1700198439.5783672,"[381.2782253847563, 1155.4961153505296, 62.45373114084357]"
1700198439.6277523,"[381.355986142708, 1155.6436683999536, 62.445253831241374]"
1700198439.6779475,"[381.4744303854709, 1155.8684660861727, 62.42365311061842]"
1700198439.7280228,"[381.55455896184424, 1156.0206822259813, 62.40884028394116]"
1700198439.7779853,"[381.6765553462769, 1156.252438827845, 62.39013921172541]"
1700198439.827916,"[381.7591167616325, 1156.4091851437008, 62.37579021858892]"
1700198439.8776188,"[381.8848607856221, 1156.647591646197, 62.35432315984359]"
