timestamp,data,timestamps
1700545037.2067733,"[536.9838521231364, 1778.7234767748273, -87.85477009214617]"
1700545037.2730892,"[536.9835480959566, 1778.7235355974549, -87.85504801162375]"
1700545037.3173082,"[536.9833713539574, 1778.723567798153, -87.85515461664545]"
1700545037.3569362,"[536.983109391011, 1778.7236493126693, -87.85502544255826]"
1700545037.4172015,"[536.9828869325438, 1778.7237358576692, -87.8544249617809]"
1700545037.4677382,"[536.9825126535105, 1778.7238596378972, -87.85401420577924]"
1700545037.507184,"[536.9823230232167, 1778.7238968965034, -87.85443719991238]"
1700545037.5617902,"[536.9821021957472, 1778.7238990413234, -87.85562488470887]"
1700545037.611871,"[536.9819143273015, 1778.7239162934848, -87.85504841095542]"
1700545037.661774,"[536.9815877404164, 1778.7240211047774, -87.8533950172062]"
1700545037.7120347,"[536.9814214036411, 1778.7241170792033, -87.85335803369597]"
1700545037.7629917,"[536.9812548247756, 1778.7242362758334, -87.85504962230192]"
1700545037.806649,"[536.9811003425899, 1778.7242691260776, -87.8559482230703]"
1700545037.8568413,"[536.9809650603561, 1778.7242749747206, -87.8555435813812]"
1700545037.917241,"[536.9797303969675, 1778.7240777040247, -87.85293348437682]"
1700545037.9681642,"[536.9788107828649, 1778.723948143042, -87.85236949652918]"
1700545038.0118616,"[536.9782210822584, 1778.723871851676, -87.8529260444449]"
1700545038.0569184,"[536.9773295571196, 1778.7237643782883, -87.8538624807328]"
1700545038.106978,"[536.976768899186, 1778.7236972823257, -87.85385175617085]"
1700545038.1569622,"[536.9759414335144, 1778.72357665947, -87.85290329710136]"
1700545038.2122736,"[536.97531819863, 1778.7234628389697, -87.85186787621114]"
1700545038.2629027,"[536.9743060840557, 1778.7232509338123, -87.85195094397133]"
1700545038.3121593,"[536.9736873436882, 1778.7231166899587, -87.85295180942768]"
1700545038.3617682,"[536.9728641492405, 1778.7229548715875, -87.853629628509]"
1700545038.4120858,"[536.9722884962185, 1778.7228660181809, -87.85326000538302]"
1700545038.456692,"[536.9713695619379, 1778.7227311602774, -87.85259499049445]"
1700545038.517334,"[536.9708100748264, 1778.7226382053855, -87.85190765464958]"
1700545038.5566268,"[536.9700347546479, 1778.722477934266, -87.85199507883996]"
1700545038.6219327,"[536.9694488498319, 1778.7223444294223, -87.85195907922909]"
1700545038.6617749,"[536.9684723850627, 1778.7221252333034, -87.85160845513573]"
1700545038.707171,"[536.9678706979092, 1778.721997356512, -87.85132250602032]"
1700545038.7620277,"[536.9670648994504, 1778.7218514837796, -87.85103516852126]"
1700545038.8220694,"[536.9665023213793, 1778.7217678780305, -87.85159913555935]"
1700545038.856859,"[536.9661551843813, 1778.7217179041, -87.85218052089655]"
1700545038.9119718,"[536.9657325243091, 1778.7216860999833, -87.85201585112551]"
1700545038.9618404,"[536.9655529104616, 1778.721624004075, -87.85143727680273]"
1700545039.0067635,"[536.9654481348454, 1778.7215920702592, -87.85198396866022]"
1700545039.0672288,"[536.9653335125732, 1778.7216136388904, -87.85323791398022]"
1700545039.1120028,"[536.9652771680865, 1778.7216630210419, -87.85366021490262]"
1700545039.1670952,"[536.9651925266817, 1778.721743326431, -87.85314873728774]"
1700545039.2172024,"[536.9651197118684, 1778.7217749107554, -87.85246468393223]"
1700545039.2575097,"[536.9649855564237, 1778.7217702784365, -87.85311127241536]"
1700545039.326661,"[536.9648923238658, 1778.721735504475, -87.85352280507348]"
1700545039.3678176,"[536.9647531428196, 1778.721710829392, -87.85384604129163]"
1700545039.4121706,"[536.9646595559274, 1778.721736390722, -87.85358331276873]"
1700545039.4617763,"[536.9645430542862, 1778.7218177629288, -87.85348098096193]"
1700545039.5122817,"[536.9644835351361, 1778.7218730640404, -87.85305310151313]"
1700545039.5628426,"[536.964412389896, 1778.7219082445042, -87.85420452369112]"
1700545039.626195,"[536.9643480549777, 1778.7219000151051, -87.85410022738566]"
1700545039.6673815,"[536.9642187935376, 1778.7218704566642, -87.85373273909207]"
1700545039.7120867,"[536.9641300995029, 1778.721859922731, -87.85396633908559]"
1700545039.7618723,"[536.964006854081, 1778.7218684754748, -87.85492146672283]"
1700545039.8068323,"[536.9639315474072, 1778.7218936802556, -87.85503300057317]"
1700545039.8669386,"[536.9638842639912, 1778.7219127606409, -87.85521587611854]"
