timestamp,data,timestamps
1700544213.0517905,"[537.2229604334716, 1775.7110772062306, -88.12332757469952]"
1700544213.1016803,"[537.2228826402877, 1775.7110543502038, -88.12335886167747]"
1700544213.1518033,"[537.2228043517961, 1775.711021635685, -88.12351036371976]"
1700544213.2072072,"[537.222760593055, 1775.7110034588009, -88.1227496590011]"
1700544213.2570925,"[537.2226556329292, 1775.7109951605266, -88.12300909269183]"
1700544213.3017125,"[537.2225341378117, 1775.7109947255922, -88.12277074952416]"
1700544213.3517714,"[537.2223037542577, 1775.710992979732, -88.1224941991189]"
1700544213.4069357,"[537.222148166085, 1775.7109850090133, -88.1227063279143]"
1700544213.4520087,"[537.221993878391, 1775.710971808338, -88.12210497574608]"
1700544213.5071054,"[537.2217881857486, 1775.7109718756687, -88.12225479460656]"
1700544213.5517204,"[537.221642979439, 1775.7110084167261, -88.12281033201157]"
1700544213.601946,"[537.2215752234879, 1775.7110449838458, -88.1230194339114]"
1700544213.6623242,"[537.2214780706017, 1775.7110923745176, -88.1223762449566]"
1700544213.701819,"[537.2213927136538, 1775.7111107440146, -88.12210510380757]"
1700544213.7517967,"[537.2212097132646, 1775.7111175598257, -88.12144124763833]"
1700544213.801614,"[537.2210576416566, 1775.711120720116, -88.12163682514924]"
1700544213.8518274,"[537.2210576416566, 1775.711120720116, -88.12163682514924]"
1700544213.9068906,"[537.2211412853214, 1775.7111678130564, -88.1210051476593]"
1700544213.9516582,"[537.2212899381242, 1775.711218991777, -88.12027720392527]"
1700544214.0153015,"[537.2214142594569, 1775.7112504684478, -88.12020986843271]"
1700544214.0519345,"[537.2216061629906, 1775.7112875146481, -88.11981279789583]"
1700544214.1129668,"[537.2217218306782, 1775.7113040010495, -88.11909894888356]"
1700544214.151918,"[537.2218509794684, 1775.7113318602062, -88.11899854177949]"
1700544214.2020795,"[537.2219054157832, 1775.7113631249968, -88.11938365462379]"
1700544214.2516916,"[537.2219802261915, 1775.711449522404, -88.11893714075518]"
1700544214.3070598,"[537.2220576447563, 1775.7115186977926, -88.11918561359994]"
1700544214.3568602,"[537.2222223451166, 1775.7116172901297, -88.11942173142143]"
1700544214.4017754,"[537.2223448706666, 1775.7116629428383, -88.11971843649633]"
1700544214.4571884,"[537.2225148203893, 1775.7116905346038, -88.1190173952572]"
1700544214.501776,"[537.2226067095746, 1775.7116988278922, -88.11854821324971]"
1700544214.551977,"[537.2226717215924, 1775.7117167428396, -88.11870950274658]"
1700544214.6016803,"[537.2227483345534, 1775.7117793650973, -88.11875354907937]"
1700544214.6517773,"[537.2228258080527, 1775.711873752865, -88.11843366357564]"
1700544214.70172,"[537.2229173204344, 1775.7119366322665, -88.11773428871277]"
1700544214.7517445,"[537.2231134350781, 1775.7120019923864, -88.11777447532165]"
1700544214.8017302,"[537.2232482002511, 1775.7120297287033, -88.11853213025557]"
1700544214.8518283,"[537.2232482002511, 1775.7120297287033, -88.11853213025557]"
1700544214.90167,"[537.2231831329727, 1775.711922341918, -88.11835174054315]"
1700544214.956898,"[537.2230567947872, 1775.7118701973006, -88.11792506894454]"
1700544215.0018525,"[537.2229610825189, 1775.711837056284, -88.11798679270552]"
1700544215.0516634,"[537.2228344105501, 1775.7117736220034, -88.11771644068884]"
1700544215.101838,"[537.2227687652089, 1775.7117125958778, -88.11794022910328]"
1700544215.1622148,"[537.2227043679487, 1775.711605098823, -88.11808878309952]"
1700544215.2018514,"[537.2226777196538, 1775.7115391725238, -88.11776348406741]"
1700544215.2517426,"[537.2226257259524, 1775.7114673715746, -88.11744933906778]"
1700544215.3122993,"[537.2225719693101, 1775.7114329621427, -88.11670407074988]"
1700544215.3520732,"[537.2224581194141, 1775.7113756750123, -88.11643268181535]"
1700544215.4122722,"[537.2223722231224, 1775.7113266859888, -88.11605289304546]"
1700544215.4670587,"[537.2222507667277, 1775.7112431545065, -88.11586686332777]"
1700544215.5070426,"[537.2221889049534, 1775.7111792680712, -88.11553490405649]"
1700544215.5570946,"[537.2221102370033, 1775.711089894192, -88.11638655069751]"
1700544215.6255243,"[537.222066401439, 1775.7110546467313, -88.11551017060683]"
1700544215.6516483,"[537.2220022900659, 1775.7110420171578, -88.11523437810285]"
1700544215.7070405,"[537.2219481942489, 1775.7110416294759, -88.11540612875217]"
1700544215.7570903,"[537.2218471951551, 1775.7110163433545, -88.11540175635531]"
1700544215.8021505,"[537.221774926688, 1775.7109807023817, -88.1158219292519]"
1700544215.8672392,"[537.221774926688, 1775.7109807023817, -88.1158219292519]"
1700544215.9016414,"[537.2218341089543, 1775.7109356573435, -88.11624218068155]"
1700544215.9570324,"[537.221940934075, 1775.7109437631584, -88.11653487565857]"
1700544216.0017693,"[537.2220153857019, 1775.7109822509601, -88.11662813185572]"
1700544216.0571685,"[537.2220893361034, 1775.7110936887357, -88.11656933310903]"
1700544216.1017797,"[537.2221184460996, 1775.7111796268646, -88.11616331031985]"
1700544216.1516972,"[537.222163713591, 1775.7113004257817, -88.1154774140881]"
1700544216.2165706,"[537.2222174961248, 1775.7113633563367, -88.11556931744767]"
1700544216.2571213,"[537.2223396342879, 1775.711437050342, -88.11578733458327]"
1700544216.3016162,"[537.222445140095, 1775.7114859283035, -88.11617333881296]"
1700544216.3519444,"[537.2226123828221, 1775.711591744296, -88.11556738613984]"
1700544216.402087,"[537.2227035727526, 1775.7116876327643, -88.1153685235092]"
1700544216.4621103,"[537.2228073235239, 1775.7118647267757, -88.11588239406004]"
1700544216.501739,"[537.2228658693236, 1775.7119907274043, -88.11500403228243]"
1700544216.5572908,"[537.222927056382, 1775.7121244050306, -88.1152866426603]"
1700544216.6018372,"[537.2230338940159, 1775.7123250447125, -88.1148344879731]"
1700544216.651706,"[537.2231678575333, 1775.7125369255573, -88.11495672776391]"
1700544216.701699,"[537.2232825454208, 1775.7126904650272, -88.11478506264658]"
1700544216.7517529,"[537.2234006702392, 1775.7128549695703, -88.11474424894936]"
1700544216.807146,"[537.223578351271, 1775.7131065196231, -88.1140893964565]"
1700544216.8571045,"[537.223578351271, 1775.7131065196231, -88.1140893964565]"
1700544216.9143577,"[537.2235506880991, 1775.7130490049992, -88.11455890205272]"
1700544216.9517834,"[537.2234952909532, 1775.7129321583666, -88.11522023336232]"
1700544217.012941,"[537.2234637236115, 1775.712855716157, -88.11488872943818]"
1700544217.051771,"[537.2234466198637, 1775.7127913944553, -88.11481987029282]"
1700544217.1018069,"[537.2234515206593, 1775.7127302548529, -88.11463578454737]"
1700544217.1517541,"[537.2234517027449, 1775.7126744255524, -88.1150019183651]"
1700544217.2171175,"[537.2234442988229, 1775.7126307586634, -88.11441582579477]"
1700544217.2517173,"[537.2234230474177, 1775.7125363476616, -88.11409669518784]"
1700544217.301972,"[537.2233978240693, 1775.7124593767894, -88.11365452381554]"
1700544217.35171,"[537.2233470901599, 1775.712352675966, -88.1139837454921]"
1700544217.4016566,"[537.223322048045, 1775.7122978442503, -88.11401639281155]"
1700544217.4521167,"[537.2233212368029, 1775.712235168516, -88.11356821112261]"
1700544217.501752,"[537.2233428081336, 1775.712198766484, -88.11347927666685]"
1700544217.562156,"[537.2233863492601, 1775.7121314312074, -88.11391076858803]"
1700544217.6017215,"[537.2234063297067, 1775.7120821664594, -88.1136099592926]"
1700544217.6571946,"[537.2234174420839, 1775.7120033300064, -88.11251103348445]"
1700544217.7017798,"[537.2234140639047, 1775.7119447008688, -88.11237457799012]"
1700544217.7519221,"[537.2234105747372, 1775.7118587497198, -88.11214116338954]"
1700544217.8017368,"[537.2234196477957, 1775.711826283553, -88.1123598484825]"
1700544217.8518715,"[537.2234196477957, 1775.711826283553, -88.1123598484825]"
1700544217.9122953,"[537.2231974550467, 1775.7118204281082, -88.10885411141516]"
1700544217.957086,"[537.2230456718557, 1775.711868570882, -88.11621044820345]"
1700544218.0125458,"[537.223198319187, 1775.7119247488354, -88.138427831386]"
1700544218.051973,"[537.2236413875754, 1775.7119954581308, -88.1806679878984]"
1700544218.107306,"[537.2237080886853, 1775.7119810508766, -88.19416391873457]"
1700544218.170938,"[537.2234374497996, 1775.7119127855462, -88.186885542249]"
1700544218.2124383,"[537.2228778190257, 1775.711772895831, -88.15910845544175]"
1700544218.2517993,"[537.2230586064815, 1775.7117073872778, -88.15380122574439]"
1700544218.3020644,"[537.2236222383011, 1775.7117277791003, -88.16837397580298]"
1700544218.3572848,"[537.2243442749755, 1775.7118001636636, -88.18557973313568]"
1700544218.407149,"[537.2243894575662, 1775.7118360601908, -88.1805129423011]"
1700544218.4518466,"[537.2239680795625, 1775.7118444941302, -88.15896217246683]"
1700544218.5019453,"[537.2237693448026, 1775.7118363757531, -88.15176536885426]"
1700544218.551895,"[537.2238303237355, 1775.7118415909383, -88.15572861859326]"
1700544218.612803,"[537.224175487762, 1775.7118864541476, -88.17229199273356]"
1700544218.6520753,"[537.2242655323126, 1775.711964705491, -88.17381506261728]"
1700544218.7071433,"[537.2241211982757, 1775.7120237345162, -88.16382343479648]"
1700544218.7518582,"[537.2240040748701, 1775.7121158798984, -88.15439542862282]"
1700544218.801724,"[537.2241583745244, 1775.7121862613853, -88.15739783828118]"
1700544218.86313,"[537.2241583745244, 1775.7121862613853, -88.15739783828118]"
1700544218.9072213,"[537.2247218000955, 1775.7124305906123, -88.17240681701946]"
1700544218.9625506,"[537.2246396675495, 1775.7126055055037, -88.16356628107462]"
1700544219.0018768,"[537.2245434406476, 1775.712723007084, -88.15659256042639]"
1700544219.0624819,"[537.2246001626693, 1775.7128610508419, -88.15669086352841]"
1700544219.1022565,"[537.2247551623657, 1775.7129254261351, -88.16246387772631]"
1700544219.1570394,"[537.224942587502, 1775.713027159847, -88.16639408777579]"
1700544219.2021537,"[537.2249781190126, 1775.7131265378139, -88.1633472701177]"
1700544219.2520032,"[537.2250427560151, 1775.7133241327033, -88.15585698892443]"
1700544219.3124902,"[537.225202277288, 1775.7134699638186, -88.1545090417595]"
1700544219.3673341,"[537.2255738213032, 1775.7136873963314, -88.16048082275628]"
1700544219.4020388,"[537.2257692671722, 1775.7138279006456, -88.16301642280297]"
1700544219.452131,"[537.225832980389, 1775.7139645203847, -88.16138583076199]"
1700544219.5071454,"[537.2258046804087, 1775.7142005959292, -88.15547402375424]"
1700544219.551829,"[537.2259321332648, 1775.7145161155008, -88.15425021854446]"
1700544219.6019137,"[537.2261424140567, 1775.714747740465, -88.1570906180234]"
1700544219.657245,"[537.2264717068155, 1775.7150503675866, -88.1603465198805]"
1700544219.7073627,"[537.2266153691744, 1775.7151972985534, -88.15848484769268]"
1700544219.7520435,"[537.2267805595176, 1775.71539482888, -88.1545315322754]"
1700544219.8073022,"[537.2269204692292, 1775.7155522285525, -88.15352037046574]"
1700544219.8519883,"[537.2269204692292, 1775.7155522285525, -88.15352037046574]"
1700544219.902268,"[537.2272329347404, 1775.7159436542388, -88.15841710855133]"
1700544219.952057,"[537.2274228373819, 1775.7163810927161, -88.15654569453574]"
1700544220.0018618,"[537.2275043742919, 1775.7165779752313, -88.15364996447306]"
1700544220.0519917,"[537.2277320934311, 1775.716843149537, -88.15332859559274]"
1700544220.1018057,"[537.2279494581734, 1775.7170116704285, -88.15532269429181]"
1700544220.152285,"[537.2282435284769, 1775.7172826005576, -88.1570198191753]"
1700544220.2021527,"[537.2283627071599, 1775.7174899062784, -88.15646609683901]"
1700544220.2624655,"[537.2284833801278, 1775.7178506061841, -88.15378147905685]"
1700544220.3021085,"[537.2285931180239, 1775.7181017923676, -88.15291644274586]"
1700544220.351922,"[537.2288399927824, 1775.7184558883955, -88.15470986110012]"
1700544220.4018412,"[537.2290323613058, 1775.7186687220458, -88.1556702078887]"
1700544220.4572096,"[537.2293070525562, 1775.718976022915, -88.1546224916041]"
1700544220.5071692,"[537.2294793695561, 1775.719193432108, -88.1527148406322]"
1700544220.5571642,"[537.2297736566011, 1775.719569154951, -88.15211985714262]"
1700544220.607419,"[537.2299835014386, 1775.7198472369969, -88.15251967866627]"
1700544220.6520045,"[537.2301851825492, 1775.720128840149, -88.15308274619204]"
1700544220.70209,"[537.2304367887161, 1775.7205350779582, -88.15218326628712]"
1700544220.751831,"[537.2306700112317, 1775.7209109272185, -88.15088284524779]"
1700544220.8019457,"[537.2308668968981, 1775.7211603876026, -88.15044586512116]"
1700544220.8519168,"[537.2308668968981, 1775.7211603876026, -88.15044586512116]"
1700544220.9074824,"[537.231381167635, 1775.7217032584044, -88.15202242082617]"
1700544220.9571571,"[537.2316410686892, 1775.7220562528864, -88.15086299225217]"
1700544221.0019011,"[537.231798553805, 1775.7223038411285, -88.14998706847766]"
1700544221.0519693,"[537.2320550521731, 1775.7226738094155, -88.14874247791886]"
1700544221.118483,"[537.2322376171044, 1775.7229035413677, -88.14956974414372]"
1700544221.1570308,"[537.2324165975947, 1775.7231310475113, -88.14953558494952]"
1700544221.2019043,"[537.2326490725397, 1775.7234711979745, -88.1494391970293]"
1700544221.2519395,"[537.232897623519, 1775.7238548441908, -88.14804900753538]"
1700544221.3018894,"[537.2330930342824, 1775.7241265829189, -88.14782838730542]"
1700544221.3519335,"[537.2333174442518, 1775.7244036430106, -88.14791850087596]"
1700544221.4073415,"[537.2336606662502, 1775.7248109228985, -88.14954047737348]"
1700544221.4572942,"[537.2339683049127, 1775.7252232420685, -88.1489190744638]"
1700544221.5020075,"[537.2341499461801, 1775.7254958214062, -88.14741695813359]"
1700544221.5518608,"[537.2344098775745, 1775.725913317696, -88.14729197911996]"
1700544221.6131194,"[537.2345970077299, 1775.7262092221122, -88.14749388971461]"
1700544221.651939,"[537.2347926303692, 1775.726512193995, -88.14793794722783]"
1700544221.7021592,"[537.2350984255809, 1775.7269743728793, -88.14772943946028]"
1700544221.7570724,"[537.2353044220279, 1775.7272747416578, -88.14666602912149]"
1700544221.8021357,"[537.2356353076659, 1775.727732806953, -88.14554645549492]"
1700544221.8522775,"[537.2356353076659, 1775.727732806953, -88.14554645549492]"
1700544221.9019644,"[537.2359977959949, 1775.7284867803944, -88.14584968050636]"
1700544221.9519722,"[537.2361275879055, 1775.7289454028073, -88.14534567767853]"
1700544222.0019004,"[537.2362020811049, 1775.729254639606, -88.14487021678332]"
1700544222.051944,"[537.2363527994179, 1775.729722867261, -88.14476533477514]"
1700544222.1114123,"[537.2364742301369, 1775.7300244858784, -88.1448477306424]"
1700544222.1571407,"[537.2366729481641, 1775.7304628565291, -88.14488137652452]"
1700544222.2071495,"[537.2368238058292, 1775.730766577743, -88.14398061579118]"
1700544222.2626064,"[537.2370796969474, 1775.7312745451459, -88.14316953332744]"
1700544222.3020127,"[537.2372450110151, 1775.7316317026282, -88.14322225534704]"
1700544222.3519359,"[537.2374535796954, 1775.7321605013663, -88.14389113155926]"
1700544222.4072552,"[537.2375753863998, 1775.7325177546602, -88.14401934684713]"
1700544222.4518943,"[537.2377543563076, 1775.7330489969372, -88.14353496538831]"
1700544222.5018497,"[537.2378849381125, 1775.7333963816, -88.14317827251645]"
1700544222.5519154,"[537.2381189214112, 1775.7339137209842, -88.14278530478458]"
1700544222.6018398,"[537.2383112180553, 1775.734272733897, -88.1435037912299]"
1700544222.6572127,"[537.2386270227437, 1775.7348438578679, -88.14350135063017]"
1700544222.7072155,"[537.2388146480444, 1775.7352286024657, -88.14255247719689]"
1700544222.7570927,"[537.2390665715044, 1775.735786558138, -88.14249280197492]"
1700544222.813164,"[537.2392382651979, 1775.7361535482503, -88.1426030391512]"
1700544222.8677626,"[537.2392382651979, 1775.7361535482503, -88.1426030391512]"
1700544222.9073973,"[537.2394712451049, 1775.7368183786914, -88.1429868674353]"
1700544222.9573424,"[537.2395579640768, 1775.7370788798344, -88.14307578176405]"
1700544223.0071921,"[537.2397014131635, 1775.737478917627, -88.14163060036338]"
1700544223.0518513,"[537.2398976069865, 1775.7379208222605, -88.14133176018504]"
1700544223.1072197,"[537.2400276107853, 1775.738205501831, -88.14123145564864]"
1700544223.1518722,"[537.2401920272324, 1775.738618402425, -88.14096215500442]"
1700544223.201934,"[537.2403007733034, 1775.7389037633675, -88.14067442374522]"
1700544223.251914,"[537.2404079096165, 1775.7391939905356, -88.13985234048192]"
1700544223.3018596,"[537.2405910630644, 1775.7396536349775, -88.13982509905995]"
1700544223.3518548,"[537.2407602049165, 1775.7400972808455, -88.13936220507296]"
1700544223.4159417,"[537.2408935886958, 1775.7404110760926, -88.13916280935669]"
1700544223.462608,"[537.2411146575157, 1775.7409070627693, -88.13908151267634]"
1700544223.5019302,"[537.2412563622755, 1775.7412240323988, -88.13878798561501]"
1700544223.5575106,"[537.2414550278756, 1775.7416707077477, -88.13840960848736]"
1700544223.6018903,"[537.2416013881468, 1775.7419760337923, -88.13848297800789]"
1700544223.651887,"[537.2418236480578, 1775.742464474542, -88.13914825220735]"
1700544223.702131,"[537.2419558751748, 1775.7427859289978, -88.1391273267131]"
1700544223.7518504,"[537.2421552604754, 1775.7432799636304, -88.13898033639859]"
1700544223.8018935,"[537.2423149309055, 1775.7436257488177, -88.13865740051554]"
1700544223.8521955,"[537.2423149309055, 1775.7436257488177, -88.13865740051554]"
1700544223.9020884,"[537.2408321592516, 1775.7409902363497, -88.13832868231478]"
1700544223.9522219,"[537.2396456167187, 1775.7388671217743, -88.13883686853814]"
1700544224.0019693,"[537.2389025425717, 1775.7375481583454, -88.13819536930751]"
1700544224.0626237,"[537.2378728056407, 1775.7357329287297, -88.13815995734979]"
1700544224.1018913,"[537.2371380846309, 1775.7344434485622, -88.13795977902137]"
1700544224.1572196,"[537.2359682377902, 1775.7323767326463, -88.1376853043146]"
1700544224.2176366,"[537.2352411566244, 1775.7310812935532, -88.13760445608798]"
1700544224.2707407,"[537.2342427231358, 1775.7292670573045, -88.1367135202735]"
1700544224.3136525,"[537.2335374455731, 1775.7279738002853, -88.13696260766687]"
1700544224.3519986,"[537.2324110232249, 1775.7259313822271, -88.13766423063424]"
1700544224.4071546,"[537.2317066478495, 1775.7246755597178, -88.13772033196327]"
1700544224.451999,"[537.230718497312, 1775.722944247238, -88.1385916454528]"
1700544224.5022526,"[537.2300046076813, 1775.721705517838, -88.13804901534485]"
1700544224.5518787,"[537.2292935321302, 1775.7204646121286, -88.13869431260628]"
1700544224.6022546,"[537.228152380652, 1775.7184654670275, -88.13860699665719]"
1700544224.6572995,"[537.2271614524475, 1775.7167364225857, -88.13873995418089]"
1700544224.702263,"[537.226455200707, 1775.7155048586574, -88.13865665040296]"
1700544224.7573035,"[537.2253152754955, 1775.7135341554203, -88.13854875950796]"
1700544224.8020997,"[537.2246055658826, 1775.7123155037198, -88.13806093963052]"
1700544224.8570943,"[537.2246055658826, 1775.7123155037198, -88.13806093963052]"
1700544224.9020567,"[537.2242986551181, 1775.7117557850877, -88.13740944228508]"
1700544224.9530342,"[537.2242896107967, 1775.7117245096977, -88.13687275863478]"
1700544225.0177467,"[537.2242674279411, 1775.7116550637838, -88.13612242923338]"
1700544225.0576117,"[537.2242598393199, 1775.711598990555, -88.13630936926396]"
1700544225.1023705,"[537.2242614670082, 1775.7115677429238, -88.13651678429812]"
1700544225.1571047,"[537.2242713657571, 1775.7115427333838, -88.13603653813095]"
1700544225.2140326,"[537.2242842046857, 1775.7114987477976, -88.13561895758517]"
1700544225.2524974,"[537.2243184412148, 1775.7114561924147, -88.13484809612581]"
1700544225.302034,"[537.2243470146253, 1775.7114278251934, -88.13466163303514]"
1700544225.3519406,"[537.2243819837665, 1775.7114048365202, -88.13520499944974]"
1700544225.4020152,"[537.2244067577547, 1775.711406298992, -88.13483455392972]"
