timestamp,data,timestamps
1700542453.0233274,"[378.28890927569194, 1149.2617377796691, 62.39928267886208]"
1700542453.0626445,"[378.2889474003202, 1149.261735549604, 62.399437601807215]"
1700542453.1231244,"[378.2889908933278, 1149.261727068703, 62.399221623797445]"
1700542453.1575449,"[378.28902092553756, 1149.2617322382125, 62.39962046579109]"
1700542453.2130759,"[378.2890407728458, 1149.2617343791221, 62.40001023715864]"
1700542453.2628875,"[378.28905578233145, 1149.261741651133, 62.400097182975415]"
1700542453.3127224,"[378.2890803745713, 1149.2617575086483, 62.40062406292635]"
1700542453.3629327,"[378.2891026528892, 1149.2617821617382, 62.40045517181663]"
1700542453.4230251,"[378.28915295685783, 1149.2618385156545, 62.400335331890886]"
1700542453.4625804,"[378.2891997332774, 1149.2618773444437, 62.39996395993984]"
1700542453.5127296,"[378.28928108764626, 1149.261931805972, 62.39979714585755]"
1700542453.5677514,"[378.28935983286425, 1149.2619895474195, 62.39981010162113]"
1700542453.618027,"[378.28942103585837, 1149.2620247960187, 62.39999882128899]"
1700542453.6576173,"[378.2894867040786, 1149.2620642490804, 62.39948477908826]"
1700542453.7127185,"[378.28959282584157, 1149.2621254927185, 62.39951278404355]"
1700542453.7629654,"[378.2896645154414, 1149.2621757100387, 62.39939179081519]"
1700542453.8076918,"[378.28969549698434, 1149.2622045604153, 62.39891032548361]"
1700542453.8578951,"[378.28974460511336, 1149.2622009066913, 62.39818005218843]"
1700542453.90769,"[378.28976776181696, 1149.262160320149, 62.39775134266196]"
1700542453.967809,"[378.2897969328308, 1149.2621281275522, 62.397210830674254]"
1700542454.017844,"[378.28982374042016, 1149.2621072224538, 62.396722891669114]"
1700542454.0730035,"[378.2898551553522, 1149.262082743515, 62.39650621724247]"
1700542454.117998,"[378.28989223584875, 1149.2620429983378, 62.396872946907166]"
1700542454.162823,"[378.289925691738, 1149.2620175048507, 62.3966119171853]"
1700542454.2180176,"[378.2899484367223, 1149.2620009632933, 62.397093277490555]"
1700542454.273161,"[378.2899709155574, 1149.2619832609348, 62.39764344064433]"
1700542454.3077042,"[378.2900021504822, 1149.261948789195, 62.39696925667598]"
1700542454.3630059,"[378.2900304478616, 1149.2619279317255, 62.39713298301919]"
1700542454.4083362,"[378.29008146219974, 1149.2619022506733, 62.39678701700018]"
1700542454.458263,"[378.29011565626035, 1149.2618777170194, 62.39682792410625]"
1700542454.5184436,"[378.2901570589572, 1149.2618275426614, 62.39628482207993]"
1700542454.568218,"[378.2901905040462, 1149.261787432919, 62.39705024749934]"
1700542454.6077952,"[378.290213969954, 1149.2617613660404, 62.39727958350615]"
1700542454.6631348,"[378.29023674909837, 1149.2617351270974, 62.39737700938515]"
1700542454.7195272,"[378.29027959842256, 1149.2616937893695, 62.3976773560144]"
1700542454.7580163,"[378.2903133455711, 1149.2616683495078, 62.39783778429607]"
1700542454.8133683,"[378.2903321710562, 1149.2616613680598, 62.39819505634677]"
1700542454.8630018,"[378.2902924929632, 1149.2616335967134, 62.3979966504823]"
1700542454.9132588,"[378.290251718612, 1149.2616207900219, 62.397188818306375]"
1700542454.968657,"[378.2902315734388, 1149.2616128118905, 62.398169393224485]"
1700542455.0083318,"[378.29018563818386, 1149.2615969157994, 62.39694809816561]"
1700542455.0630088,"[378.2901576382235, 1149.261589552123, 62.39647287881216]"
1700542455.1078515,"[378.29012322353344, 1149.261588797412, 62.39692086260955]"
1700542455.1578119,"[378.2901168064281, 1149.2616048132713, 62.39670417325638]"
1700542455.2079144,"[378.29012142780164, 1149.2616163169075, 62.39736318289938]"
1700542455.273445,"[378.2901340749519, 1149.2616258944577, 62.397578704098045]"
1700542455.3080857,"[378.29015694477573, 1149.261648775813, 62.39771374359937]"
1700542455.3578637,"[378.2901992213907, 1149.2616811484409, 62.39759062750603]"
1700542455.4081028,"[378.29023433949465, 1149.2617051921345, 62.39865983229936]"
1700542455.4580586,"[378.29027382758375, 1149.2617356000114, 62.39866618434956]"
1700542455.5237215,"[378.2903251096169, 1149.2617891657721, 62.398899166651496]"
1700542455.557955,"[378.2903847852899, 1149.2618480779772, 62.399348549746065]"
1700542455.607931,"[378.29040330496144, 1149.2618619756138, 62.399513737823796]"
1700542455.657752,"[378.2904792098434, 1149.2619049158998, 62.39980832052602]"
1700542455.7083602,"[378.2905566935568, 1149.2619481569864, 62.39927310194359]"
1700542455.7578526,"[378.2906206833376, 1149.2619725665184, 62.40008332351575]"
1700542455.808107,"[378.29065873860424, 1149.261985454801, 62.39976214204492]"
1700542455.8577843,"[378.29063961448924, 1149.2619648329232, 62.39977770797839]"
1700542455.9079885,"[378.2905995903171, 1149.2619426635401, 62.40055595331016]"
1700542455.9578922,"[378.2905508785584, 1149.2619204180714, 62.40073367413273]"
1700542456.0079894,"[378.2905311919923, 1149.261909618603, 62.40099110507589]"
1700542456.0629437,"[378.2905228615308, 1149.261898988575, 62.40064916956885]"
1700542456.1134038,"[378.2905220382706, 1149.2618793609436, 62.40035043132902]"
1700542456.1578195,"[378.290527163667, 1149.2618662834368, 62.40030059653903]"
1700542456.2080903,"[378.2905353058825, 1149.2618441233278, 62.400727507808384]"
1700542456.2628744,"[378.2905279127407, 1149.2618271610256, 62.40047754764686]"
1700542456.307815,"[378.29051154810475, 1149.2618003575958, 62.40035975536948]"
1700542456.3629391,"[378.2905003838508, 1149.2617879395293, 62.40101128009644]"
1700542456.4078996,"[378.2904769038668, 1149.2617714927892, 62.40111830349426]"
1700542456.4577818,"[378.2904556596247, 1149.2617602037608, 62.400882147067726]"
1700542456.5078547,"[378.2904156151605, 1149.2617444986959, 62.40057790225447]"
1700542456.568464,"[378.29040446428445, 1149.2617382384124, 62.400154427927845]"
1700542456.6078854,"[378.2904249126323, 1149.2617339384212, 62.400451191869266]"
1700542456.6630197,"[378.29043889053264, 1149.2617299705537, 62.40095741933098]"
1700542456.7132342,"[378.29043951090847, 1149.261735726493, 62.401064686851825]"
1700542456.7580261,"[378.2904197779358, 1149.2617517271399, 62.40111629793415]"
1700542456.808075,"[378.2904097689789, 1149.2617622462317, 62.40082559023362]"
1700542456.857784,"[378.2903557446971, 1149.2617398844113, 62.39978707693881]"
1700542456.912982,"[378.2903376962022, 1149.2616975299359, 62.399803585902376]"
1700542456.957783,"[378.2903422181388, 1149.2616621924956, 62.400146837157536]"
1700542457.007863,"[378.2903377716147, 1149.2616363882998, 62.40049277264657]"
1700542457.0577855,"[378.29032746365715, 1149.2616136989457, 62.40052100858336]"
