timestamp,data,timestamps
1700198148.4302573,"[-0.0032584163245300756, 0.006415420625890387]"
1700198148.4408653,"[-0.0026161449608731006, 0.004656492733950556]"
1700198148.4515932,"[0.0011884335361579076, 0.0026545180585115773]"
1700198148.4603703,"[0.007171306611957243, 0.0030599190446688354]"
1700198148.4710128,"[0.003768690142507334, 0.0002810389173124768]"
1700198148.4807675,"[0.0064624622070706345, -0.00445616714440616]"
1700198148.501844,"[0.005994772354809849, -0.0029713161209752865]"
1700198148.541198,"[0.008011710441010336, -0.0019971596993694596]"
1700198148.5574882,"[0.0053228126052715765, -0.0008382466901370379]"
1700198148.5615962,"[-0.004110988222461891, -0.0014791508129896713]"
1700198148.5669355,"[-0.0018992324044827663, -0.004751763914967534]"
1700198148.5697231,"[0.0001443183148426849, -0.007233573094999415]"
1700198148.5765257,"[-0.002606607208588839, -0.00453598499897895]"
1700198148.5791245,"[-0.007388554765499637, -0.0010243472630531993]"
1700198148.5845711,"[-0.0074512116191693565, -0.0011755238015105085]"
1700198148.5878673,"[-0.0006673666530679245, -0.0006124167548297015]"
1700198148.5946128,"[-0.001366034542866834, 0.0005938391712421053]"
1700198148.6059616,"[0.004187649236436821, 0.002508990151375992]"
1700198148.6115718,"[0.0038934508436783664, 0.0013742988750054578]"
1700198148.6203673,"[0.001416785673589419, 0.0018839551691262248]"
1700198148.6312249,"[-0.0019981347113677307, 0.00046491810988669624]"
1700198148.641013,"[-0.0015382465142279396, 0.003259484738161707]"
1700198148.6509159,"[0.0030937119099422594, 1.0863669243284909e-05]"
1700198148.6593804,"[0.0036757858201461454, -0.0018823726948253238]"
1700198148.6714866,"[0.001985395459675445, 0.0011559069082920524]"
1700198148.6808846,"[-0.0028504554029319586, 0.0022735765134621866]"
1700198148.6922832,"[0.0003748066865050159, -0.002339781691793562]"
1700198148.7017682,"[-0.0010403801578576922, 0.0023733011274002258]"
1700198148.7102454,"[-9.48918337712261e-05, 0.006254895692288571]"
1700198148.7207005,"[0.008706758281967696, -0.0019204500239906703]"
1700198148.731632,"[0.0016475797310168045, 0.001394695030535566]"
1700198148.740657,"[-0.001275289917129181, 0.00715981286846161]"
1700198148.7513564,"[0.002886339750290053, 0.0019089659500797754]"
