timestamp,data,timestamps
1700545857.2189152,"[0.020996771715530736, -0.00983729476564008]"
1700545857.2283678,"[0.026151596982782237, -0.015468950414848128]"
1700545857.2369585,"[0.028804589070423197, -0.017407832879625176]"
1700545857.2452095,"[0.024321642135282123, -0.0222557659273592]"
1700545857.2604597,"[0.018849001048826954, -0.015199919486306241]"
1700545857.2675514,"[0.015524488447860127, -0.008734502793712972]"
1700545857.2772102,"[0.010527669237001623, -0.0053458577848556465]"
1700545857.2850287,"[0.010803774336235967, -0.006773532411588909]"
1700545857.2996466,"[-0.00044679725105126243, -0.0049719099527401125]"
1700545857.306702,"[-0.010022532784205142, -0.0019092792469926016]"
1700545857.3178926,"[-0.010094537586551036, -0.0015679387567066202]"
1700545857.3276703,"[-0.019296911279219304, 0.0027781398564966733]"
1700545857.3396027,"[-0.019444200626254366, 0.0029945135014295067]"
1700545857.3467267,"[-0.018467997219171306, 0.005358755737521396]"
1700545857.3569741,"[-0.024042848098721044, 0.011075240135829128]"
1700545857.3652036,"[-0.026264787923955896, 0.007813662659089145]"
1700545857.3804388,"[-0.026987656777301833, 0.010837684874514971]"
1700545857.3866932,"[-0.028758698718961213, 0.008820640635549418]"
1700545857.3972986,"[-0.022439524709981343, 0.008366986968104362]"
1700545857.405305,"[-0.022964870702537932, 0.004765806716257121]"
1700545857.418098,"[-0.02809813690239595, 0.003924071679420968]"
1700545857.4290023,"[-0.01893347751792559, 0.004271219232451908]"
1700545857.437103,"[-0.017443291233875526, 0.0013831546373866454]"
1700545857.4453127,"[-0.011895032867452948, 0.003613177588198665]"
1700545857.4595025,"[-0.001144349444145169, 0.005035191733135994]"
1700545857.466693,"[0.002233529675704686, -0.0001991617694936209]"
1700545857.4767435,"[-0.0020554283571290032, 0.0037815923259191925]"
1700545857.4851098,"[0.0035490046470936345, 0.0031216146752025137]"
1700545857.5004582,"[0.01025894859397432, 0.00019154301110216624]"
1700545857.5065956,"[0.014000942595450818, 0.0035895938966485873]"
1700545857.5177205,"[0.013566017706514118, 0.004837462156768047]"
1700545857.5273087,"[0.015778679506264562, -0.0013926670281896119]"
1700545857.539372,"[0.015859530045876424, 0.0020847938056281824]"
1700545857.5466993,"[0.02039781994351406, 0.006245223834862862]"
1700545857.5570116,"[0.022457750191806916, 0.008038090201028424]"
1700545857.565281,"[0.020240740176489254, 0.003830811148285454]"
1700545857.5795407,"[0.015421574639844957, -0.002392896597202964]"
1700545857.5866947,"[0.020302948943253914, -0.002634478295040055]"
1700545857.5968068,"[0.01854682209192746, -0.004113155910469247]"
1700545857.6053116,"[0.016443739212161596, -0.0020827178205932028]"
1700545857.618989,"[0.009426502688431197, -0.006388060427299452]"
1700545857.6289935,"[0.0023244476975442397, -0.010622717471024673]"
1700545857.6371272,"[-0.0007760386924002332, -0.006081836359006573]"
1700545857.6451635,"[0.0019264526600688517, -0.006804179549057779]"
1700545857.6594145,"[-0.009427614640004979, -0.012011329098879838]"
1700545857.6667101,"[-0.01871157617355647, -0.01307721696986365]"
1700545857.6767683,"[-0.018589052755890477, -0.019679782401804853]"
1700545857.6853564,"[-0.02233320426263801, -0.022215393926509595]"
1700545857.6994855,"[-0.02493812089215847, -0.021700189330013626]"
1700545857.7066433,"[-0.02534046154136389, -0.03199680706112476]"
1700545857.7175095,"[-0.023577699571741786, -0.031224925099508017]"
1700545857.7270274,"[-0.02257515979954916, -0.03013208312689121]"
1700545857.7401319,"[-0.014411070962947187, -0.0311737248868329]"
1700545857.746606,"[-0.013920308056865964, -0.02884555524085563]"
1700545857.756862,"[-0.016885647588133598, -0.030565470449002565]"
1700545857.7651012,"[-0.015668270285119978, -0.028139387551467405]"
1700545857.7802675,"[-0.009452871073693017, -0.02489598601319068]"
1700545857.7866385,"[-0.010834322656506195, -0.0018107489354199514]"
1700545857.796987,"[-0.008219506940835042, 0.00675091963872272]"
1700545857.8053083,"[-0.0028456958357244394, 0.014001640735194927]"
1700545857.829892,"[-0.0013038926118379484, 0.030251055891324208]"
1700545857.8706033,"[0.00010457292828994094, 0.039178038301084]"
1700545857.8897932,"[0.0020387553855135917, 0.044133697130009045]"
1700545857.8926127,"[0.0008088627780579365, 0.05995246394656127]"
1700545857.8981194,"[0.003884793081039296, 0.06024431517948743]"
1700545857.9009712,"[0.008559048137453678, 0.05196755202396491]"
1700545857.906653,"[0.013455142908420595, 0.05529257574032187]"
1700545857.9093175,"[0.009917192694208236, 0.05190321340213076]"
1700545857.9161208,"[0.01115489316226897, 0.03694205922566583]"
1700545857.9188876,"[0.01466970781398273, 0.005202511495982849]"
1700545857.924296,"[0.014351960265909555, -0.0038138861662388793]"
1700545857.933869,"[0.014226529546098718, 0.006113781070282277]"
1700545857.9392536,"[0.021192668234542817, -0.00945876365864793]"
1700545857.9466753,"[0.017243620573094, -0.047178149298297035]"
1700545857.9567528,"[0.02062664358820366, -0.04643823079694442]"
1700545857.9653215,"[0.022265117372865326, -0.026193105590312356]"
1700545857.9805644,"[0.01742621403029633, -0.004404332570170096]"
1700545857.986591,"[0.007683218059681661, -0.012497434010160721]"
1700545857.9968696,"[0.004650669497014337, -0.016477620510262973]"
1700545858.0050597,"[0.0007655852873839495, 0.00011383796451680258]"
1700545858.0189617,"[-0.007266939780229791, 0.03565820476023446]"
1700545858.0288825,"[-0.01267486415858215, 0.06363422829592404]"
1700545858.0368788,"[-0.013862204616315451, 0.05343680346225699]"
1700545858.0453322,"[-0.019880735563568792, 0.03842248305127536]"
1700545858.0595195,"[-0.02360249572749719, 0.05044373857651542]"
1700545858.0666924,"[-0.024098174919080863, 0.07516349517400345]"
1700545858.0768197,"[-0.027897494272886483, 0.07221041466097343]"
1700545858.0852842,"[-0.028200737374158187, 0.05799441324441404]"
1700545858.1003058,"[-0.026831529933359355, 0.03304261311195208]"
1700545858.1065922,"[-0.024255534070703737, 0.028730229367011695]"
1700545858.1176097,"[-0.016686987252680363, 0.021814113011221742]"
1700545858.1271083,"[-0.016093179417005887, 0.0010183575980938558]"
1700545858.1402297,"[-0.015163398472939127, -0.029909270998107546]"
1700545858.1466193,"[0.0025400684845146727, -0.058900868212594173]"
1700545858.156788,"[0.0085132868364901, -0.06814173016781022]"
1700545858.1652012,"[0.020245145944379466, -0.06472110265827068]"
1700545858.179521,"[0.08479023033779284, -0.07853369122099205]"
1700545858.1866953,"[0.167673836251669, -0.10463539015397612]"
1700545858.196866,"[0.20366020129783288, -0.09951361986454493]"
1700545858.2052853,"[0.23924633599546666, -0.09085985866412945]"
1700545858.2192397,"[0.28098558854207256, -0.09349459812215334]"
1700545858.2286534,"[0.2935895194918082, -0.09602387331289691]"
1700545858.236813,"[0.3336391685537832, -0.07812829756464434]"
1700545858.2450912,"[0.39008080835203635, -0.05950692584343136]"
1700545858.2601247,"[0.4262913731800691, -0.040250659471549766]"
1700545858.2666347,"[0.5126711441528022, -0.03564761905422641]"
1700545858.2767293,"[0.5958591514895095, -0.017655957612591058]"
1700545858.2850976,"[0.7110754641988296, -0.01681924975340892]"
1700545858.2994246,"[0.8719731891406264, -0.033015812451313485]"
1700545858.3066282,"[1.0390823778234968, -0.02139009094277468]"
1700545858.3179648,"[1.1632960670490087, 0.007941110274511918]"
1700545858.3274765,"[1.243448389321063, 0.04693441779711405]"
1700545858.340194,"[1.2836746602538365, 0.07249752590221842]"
1700545858.3466272,"[1.3573068843144351, 0.06260537461566987]"
1700545858.3568587,"[1.4022090870262272, 0.0681510237520549]"
1700545858.3650696,"[1.4472768368221818, 0.07871960696971386]"
1700545858.3801637,"[1.4805290598445677, 0.0883042112278788]"
1700545858.3865974,"[1.511400700764463, 0.09991453851882315]"
1700545858.3967853,"[1.5832251249966134, 0.1046977980675998]"
1700545858.405092,"[1.5980849059623026, 0.1026143109513431]"
1700545858.4180028,"[1.5986039724545735, 0.08961636234000174]"
1700545858.4288723,"[1.6490822617112695, 0.07351315116925645]"
