timestamp,data,timestamps
1700545211.6144938,"[536.7414305925261, 1781.0386382183742, -87.1763515826913]"
1700545211.664534,"[536.7413347432371, 1781.038609821705, -87.17604654754408]"
1700545211.7148132,"[536.7412262495048, 1781.0384997517463, -87.17629329273274]"
1700545211.7751844,"[536.7410205198305, 1781.0382708242248, -87.17684357607061]"
1700545211.8145006,"[536.740869314172, 1781.038143094441, -87.1762754874402]"
1700545211.8646784,"[536.7407944812528, 1781.0381008556462, -87.17618245749225]"
1700545211.9095662,"[536.7409213444402, 1781.0382483496403, -87.17524145314223]"
1700545211.9595532,"[536.7411522560096, 1781.0383965106682, -87.17547874554097]"
1700545212.0149264,"[536.7413292199277, 1781.0384459515408, -87.17516298694798]"
1700545212.0703366,"[536.7415668605292, 1781.0384342385278, -87.1746396539491]"
1700545212.1147768,"[536.7416753492957, 1781.0383994524843, -87.17445061761848]"
1700545212.1646025,"[536.7417873887542, 1781.0383775105731, -87.17339817264366]"
1700545212.224664,"[536.7418565394454, 1781.0384189955132, -87.17367340290104]"
1700545212.264767,"[536.7419212682191, 1781.0384886447746, -87.17405757066848]"
1700545212.3145933,"[536.7420328770385, 1781.0386010824193, -87.17326903997969]"
1700545212.3698518,"[536.7421908025814, 1781.038663446157, -87.17288376848742]"
1700545212.4148326,"[536.7423530681621, 1781.0386708906003, -87.17282280027314]"
1700545212.4698505,"[536.742641202482, 1781.0386433063336, -87.17384424856976]"
1700545212.514409,"[536.742812854334, 1781.0386247512163, -87.17418357872978]"
1700545212.5647602,"[536.7429939632722, 1781.038648666768, -87.17358306997352]"
1700545212.6145446,"[536.7430844356995, 1781.0387053701193, -87.1727937903982]"
1700545212.6645894,"[536.7432305856762, 1781.0388080687417, -87.1719550379483]"
1700545212.7196827,"[536.7433307843186, 1781.0388536333203, -87.17220044691751]"
1700545212.7595463,"[536.7434561415228, 1781.0388521634109, -87.17190724112513]"
1700545212.8148491,"[536.7435437934829, 1781.0388208053246, -87.17159045422585]"
1700545212.8594534,"[536.7435998409901, 1781.038804299612, -87.17168467061734]"
1700545212.9094534,"[536.7435819282282, 1781.0388189569742, -87.17226961423188]"
1700545212.9645522,"[536.7435727055149, 1781.0389057467503, -87.17213856626171]"
1700545213.0097077,"[536.7435666790501, 1781.0389897013156, -87.17192706353663]"
1700545213.0645897,"[536.7435677708695, 1781.039103235968, -87.17132758029996]"
1700545213.1148229,"[536.7435819576565, 1781.0390676059883, -87.17195675287988]"
1700545213.1746204,"[536.7436012825642, 1781.0384302101957, -87.1721477544935]"
1700545213.2245815,"[536.7436102899198, 1781.0370931262942, -87.17451812218673]"
1700545213.2751346,"[536.743657481374, 1781.0344163831542, -87.17261948084763]"
1700545213.3196592,"[536.7439157653437, 1781.0267591223287, -87.17201274207798]"
1700545213.3595266,"[536.7445601426848, 1781.0135317648392, -87.17403335443339]"
1700545213.4148712,"[536.745233132816, 1781.0012870119494, -87.17935855696552]"
1700545213.4708076,"[536.7465387777532, 1780.9775696649922, -87.19189240546189]"
1700545213.5095136,"[536.7475444621041, 1780.958159535051, -87.19996210485684]"
1700545213.5646408,"[536.7491878172025, 1780.9237315041205, -87.21026737105441]"
1700545213.6093495,"[536.7503554785544, 1780.8972871064643, -87.21747469867023]"
1700545213.6645627,"[536.75226071764, 1780.8523349342945, -87.23211568738077]"
1700545213.7145128,"[536.7537013756844, 1780.818656777104, -87.24729125464307]"
1700545213.7652822,"[536.7561909146036, 1780.7620919241458, -87.27929211854055]"
1700545213.8144653,"[536.7580775414526, 1780.7202909047112, -87.30438782999181]"
1700545213.8697407,"[536.7590815828031, 1780.6982119240542, -87.31666034258376]"
1700545213.914595,"[536.7633197319615, 1780.6022658583995, -87.35861547572398]"
1700545213.9645867,"[536.7667220668827, 1780.5225550777664, -87.38294125142866]"
1700545214.0095353,"[536.7691881770501, 1780.4659595073065, -87.40038298027812]"
1700545214.0892196,"[536.7731475931006, 1780.3762217369117, -87.43115645634313]"
1700545214.1096063,"[536.7758950057223, 1780.313273056008, -87.45078601371216]"
1700545214.1700027,"[536.7800661771361, 1780.2142697146135, -87.48165547572464]"
1700545214.2344785,"[536.7828429894727, 1780.1452122169626, -87.5048657169636]"
1700545214.2596035,"[536.7870069415211, 1780.0373001681926, -87.54291968682384]"
1700545214.3145173,"[536.7898424751963, 1779.9625590461706, -87.56906212997893]"
1700545214.3645906,"[536.7942132509332, 1779.8462483141939, -87.6075407929354]"
1700545214.4199255,"[536.7972914132582, 1779.7659665372175, -87.63162297890847]"
1700545214.4594235,"[536.8005390167405, 1779.6835611051997, -87.65571768795729]"
1700545214.5148907,"[536.8057325775688, 1779.5560475464197, -87.6967841058256]"
1700545214.564864,"[536.8113068412332, 1779.4239853747906, -87.7471887555536]"
1700545214.6094787,"[536.8150877150644, 1779.333439237069, -87.77914097096144]"
1700545214.6700964,"[536.8207991687252, 1779.1936338586156, -87.8245611620305]"
1700545214.7095227,"[536.8245311112074, 1779.0979089412278, -87.8501358567629]"
1700545214.775144,"[536.8298209629194, 1778.9506742034407, -87.88066353004962]"
1700545214.8148232,"[536.8331946265737, 1778.8500461477522, -87.90037643786351]"
1700545214.865534,"[536.8348692997616, 1778.79891029394, -87.91057277943048]"
1700545214.919892,"[536.8416471292035, 1778.5891064547095, -87.96759227879093]"
1700545214.9594147,"[536.8468403733968, 1778.4272171061803, -88.00172222396154]"
1700545215.0098038,"[536.8503946328286, 1778.3168782266366, -88.02456750270872]"
1700545215.0603142,"[536.8557115562813, 1778.1477016002927, -88.0540694373135]"
1700545215.1148684,"[536.8591281361445, 1778.032562456392, -88.07324801835458]"
1700545215.1647441,"[536.8640184502443, 1777.8564921299835, -88.09770830460047]"
1700545215.2100902,"[536.8672824600359, 1777.7369345580746, -88.11285525666861]"
1700545215.2594817,"[536.8724416414549, 1777.5543077852567, -88.13950421981065]"
1700545215.3097203,"[536.8761726129298, 1777.4303246928175, -88.16462864550877]"
1700545215.3599877,"[536.8820470318226, 1777.2409090846154, -88.1989347930463]"
1700545215.4097378,"[536.8859357840062, 1777.1123011402751, -88.21356553080042]"
1700545215.4649127,"[536.8914231771748, 1776.9157519824182, -88.22791782505081]"
1700545215.5094855,"[536.89490342891, 1776.7823016784819, -88.23537098345179]"
1700545215.5595565,"[536.9002753613797, 1776.5784580694246, -88.24901346715706]"
1700545215.6098819,"[536.9041085257977, 1776.4400347311848, -88.25656049042635]"
1700545215.6596649,"[536.9100563606103, 1776.2285685327238, -88.2689667441702]"
1700545215.7202208,"[536.9140812753063, 1776.0850280332243, -88.27839630673978]"
1700545215.759676,"[536.9200047504178, 1775.865996934642, -88.28778301429207]"
1700545215.8098059,"[536.9237334292282, 1775.7174300068295, -88.28834585051004]"
1700545215.8605046,"[536.9255704378301, 1775.6424506700741, -88.2946018532914]"
1700545215.9097106,"[536.9331001319791, 1775.3384860103774, -88.29485027377638]"
1700545215.9596252,"[536.9392095351924, 1775.1056910316333, -88.3051101853952]"
