timestamp,data,timestamps
1700545481.8750582,"[536.9531323076803, 1781.3568186599323, -88.4621852011673]"
1700545481.9199677,"[536.9530775531148, 1781.356703244594, -88.46330667930599]"
1700545481.974985,"[536.9530216604852, 1781.3565340115051, -88.46211454717735]"
1700545482.0252273,"[536.9530379441535, 1781.3565319711624, -88.46149233546001]"
1700545482.0701115,"[536.953068291466, 1781.3566175102867, -88.46145576891882]"
1700545482.125094,"[536.9531088677169, 1781.3568146635675, -88.46258301228866]"
1700545482.1700888,"[536.9531303109369, 1781.356905523577, -88.46298652083274]"
1700545482.2456326,"[536.9531274714767, 1781.3568894645332, -88.46198882485061]"
1700545482.275361,"[536.9530886238933, 1781.3568136238148, -88.4616406026565]"
1700545482.3201413,"[536.953004036394, 1781.3567367245769, -88.46193828597478]"
1700545482.3700967,"[536.9529675780293, 1781.3567526608708, -88.46211001960833]"
1700545482.4204288,"[536.952951151259, 1781.3569043554398, -88.46190327543573]"
1700545482.4750037,"[536.9529417313958, 1781.357066375865, -88.46143864921382]"
1700545482.5301871,"[536.9529185392713, 1781.3572772446587, -88.46181651410603]"
1700545482.5752504,"[536.952902058762, 1781.3573287656181, -88.46202939758442]"
1700545482.6251566,"[536.9528568667988, 1781.3572910825278, -88.46224424255647]"
1700545482.6750324,"[536.9527851344083, 1781.3572680367542, -88.46186135074157]"
1700545482.7201726,"[536.9526558718126, 1781.357327932586, -88.46120632345787]"
1700545482.7805955,"[536.952598063118, 1781.3574273407496, -88.46053706587531]"
1700545482.8201404,"[536.952548948319, 1781.3576318408418, -88.46144460286487]"
1700545482.8888943,"[536.952548948319, 1781.3576318408418, -88.46144460286487]"
1700545482.920091,"[536.9534901933239, 1781.35675100069, -88.46166115004556]"
1700545482.9702837,"[536.954264634766, 1781.3558695505953, -88.46090834730501]"
1700545483.0202587,"[536.9551397541611, 1781.354800983253, -88.46069225626002]"
1700545483.0803406,"[536.9556755030391, 1781.3541403821314, -88.46150620197957]"
1700545483.120109,"[536.9563953118632, 1781.3532854794526, -88.46267381050632]"
1700545483.1699955,"[536.9569006179878, 1781.35273232788, -88.46238818824239]"
