timestamp,data,timestamps
1700544212.946343,"[-0.0007805736834439168, -0.0022508839420406147]"
1700544212.9653423,"[-0.0006778151868273191, -0.002137333351602634]"
1700544212.9864223,"[-0.0005540219942656214, -0.002087925064154475]"
1700544213.0063343,"[-0.00043281930428914334, -0.0019091340718131466]"
1700544213.02549,"[-0.00032953196823475413, -0.0014401854616209588]"
1700544213.0454383,"[-0.0002648595639712893, -0.0009305636338347429]"
1700544213.0655074,"[-0.00021927764554971856, -0.00042053097178178033]"
1700544213.0867512,"[-8.918658435886816e-05, -6.149476233980214e-05]"
1700544213.1056433,"[-0.00014977233837879994, 0.00010717703480814077]"
1700544213.1456902,"[-0.00017487875857254354, 0.00018131213910841932]"
1700544213.1896753,"[-0.00026878491536425693, 0.00035361588641075577]"
1700544213.189688,"[-0.00023005394360698205, 0.00040788660799929044]"
1700544213.1896937,"[-0.0001796493334126422, 2.588130129195945e-05]"
1700544213.2336686,"[-0.0005479775609867447, -0.00023181012098901562]"
1700544213.233676,"[-0.000559638578701327, -0.0006754196924848166]"
1700544213.2455404,"[-0.0007252702711480446, -0.0010904702222826889]"
1700544213.2653737,"[-0.0006750184283012031, -0.001856660738496081]"
1700544213.3056595,"[-0.0007981425306533421, -0.0022614523502020134]"
1700544213.3536794,"[-0.0007398315477852939, -0.002701719219412421]"
1700544213.3536885,"[-0.0007277568414486089, -0.002808299537417701]"
1700544213.3536932,"[-0.0006066137138329954, -0.0029025088800147068]"
1700544213.4016683,"[-0.00045691671771750216, -0.0027363899769479397]"
1700544213.401677,"[-0.0003347493410102674, -0.002933727576192943]"
1700544213.4063253,"[-0.0002692186323261163, -0.0029561667916602795]"
1700544213.4254825,"[-0.0003325323854678288, -0.0027072527307447055]"
1700544213.4656763,"[-0.0005002164737877419, -0.0026441884853547204]"
1700544213.509715,"[-0.0006383320242818608, -0.002480608460392824]"
1700544213.5097237,"[-0.0008368049995430006, -0.0021870548896797473]"
1700544213.5097275,"[-0.0011345285224254448, -0.0016413448523410422]"
1700544213.5576706,"[-0.0012704013861180381, -0.001229702804013796]"
1700544213.55768,"[-0.0014087556470864491, -0.001004714757985915]"
1700544213.5655808,"[-0.0014231536161579293, -0.000806947816575688]"
1700544213.5862732,"[-0.0013638370578242015, -0.0007380621456782842]"
1700544213.6336956,"[-0.0013114750613637846, -0.0007293927418581997]"
1700544213.633703,"[-0.0011287834313353493, -0.0008991293615089695]"
1700544213.6816902,"[-0.0010825058740938794, -0.0010955854876454057]"
1700544213.6816964,"[-0.0008987437746940658, -0.0013751760636787928]"
1700544213.7296948,"[-0.0007923608359712569, -0.001803418811812649]"
1700544213.7297015,"[-0.0006386782801002797, -0.0022422398359056147]"
1700544213.7297084,"[-0.0005503870787778332, -0.0026342919220337267]"
1700544213.7776675,"[-0.0004749913994820227, -0.002965361378527945]"
1700544213.7776842,"[-0.0006025902188425729, -0.00328083870094045]"
1700544213.790667,"[-0.0005718166932523691, -0.0035776816246256265]"
1700544213.8528624,"[-0.000962579785853343, -0.0037092902513161086]"
1700544213.8976822,"[-0.000977940012012938, -0.0035659916772485373]"
1700544213.8976908,"[-0.00120360609863936, -0.0033585332094974614]"
1700544213.8977005,"[-0.0014094172072361788, -0.0032343532817542212]"
1700544213.8977067,"[-0.001574155552988997, -0.0028369672329646247]"
1700544213.9456782,"[-0.001426367432765788, -0.0024628478893598173]"
1700544213.9456828,"[-0.001467430632136031, -0.0021367643649953063]"
1700544213.945686,"[-0.0014691283231490675, -0.0016430291690431376]"
1700544213.965369,"[-0.001323492982883775, -0.0012833528648132197]"
1700544213.9865916,"[-0.00114832539898983, -0.0010908283459845083]"
1700544214.0296826,"[-0.0011744736474335953, -0.0009210455652566203]"
1700544214.0296924,"[-0.0011037994957187516, -0.0008959717488595738]"
1700544214.0736732,"[-0.0009964964583704886, -0.001050364530260906]"
1700544214.0736804,"[-0.0009166853562057432, -0.001257499799970242]"
1700544214.1216664,"[-0.0008744124179421077, -0.0015013951496842118]"
