timestamp,data,timestamps
1700546125.3091252,"[536.7987591730133, 1781.4043088061262, -87.42694989566218]"
1700546125.3643456,"[536.7988396599108, 1781.4042369560461, -87.4250153553032]"
1700546125.409252,"[536.7989183702144, 1781.4041918765793, -87.42504211529905]"
1700546125.4589703,"[536.7991032685793, 1781.4041529219053, -87.42525807851626]"
1700546125.5090752,"[536.7992241862698, 1781.4041459267164, -87.42584362254846]"
1700546125.5541766,"[536.7993523316014, 1781.4041572079225, -87.42605848871574]"
1700546125.609276,"[536.7993979462592, 1781.4041764592057, -87.42559599057611]"
1700546125.664438,"[536.799450121082, 1781.4042069845632, -87.42529544877496]"
1700546125.7090433,"[536.7994987923139, 1781.404226617206, -87.42494529439924]"
1700546125.7655606,"[536.7995957901674, 1781.4042375494691, -87.4252328810698]"
1700546125.8145266,"[536.7996670698676, 1781.4042456987818, -87.42579953323013]"
1700546125.8693905,"[536.7997298204451, 1781.404245765245, -87.42586831424325]"
1700546125.9040172,"[536.7997522583267, 1781.4042405536666, -87.4254030880829]"
1700546125.9591112,"[536.7996191755497, 1781.4043139046912, -87.42436059838991]"
1700546126.0143733,"[536.7996053713421, 1781.4043727292712, -87.42565299925496]"
1700546126.0540202,"[536.7995375581568, 1781.4044537885663, -87.42644939591781]"
1700546126.1040883,"[536.7994530675052, 1781.4044831999108, -87.42597429371298]"
1700546126.1643403,"[536.79930287848, 1781.4044925663363, -87.42330982022278]"
1700546126.2093546,"[536.7992244307139, 1781.4044880417782, -87.42353477163704]"
1700546126.2541397,"[536.7991822118399, 1781.404495133248, -87.42476815754165]"
1700546126.309039,"[536.7991624071163, 1781.404519044091, -87.4256025529113]"
1700546126.3591187,"[536.7990941844419, 1781.4045777808376, -87.4244587078816]"
1700546126.4091163,"[536.7990270829985, 1781.4046109606284, -87.42301631057728]"
1700546126.4643903,"[536.7989128236832, 1781.4046479951767, -87.42244844040249]"
1700546126.5091057,"[536.7988483361756, 1781.4046557242036, -87.4228820823821]"
1700546126.5592127,"[536.7987472858458, 1781.4046529333805, -87.42360512605117]"
1700546126.6041152,"[536.798666921258, 1781.4046587917999, -87.4228575341445]"
1700546126.654051,"[536.79858147227, 1781.4047017701141, -87.4217994535777]"
1700546126.714792,"[536.7985461919488, 1781.4047528640747, -87.42131677967095]"
1700546126.759165,"[536.7985039090072, 1781.4048391292758, -87.42127809099901]"
1700546126.824504,"[536.7984701805991, 1781.4048910539889, -87.42158033878545]"
1700546126.8541286,"[536.7984212776727, 1781.4049182149802, -87.42114688121134]"
1700546126.909086,"[536.7983948549642, 1781.4049213871806, -87.42103878971366]"
1700546126.9591784,"[536.7985000885398, 1781.4048185607558, -87.4201907070929]"
1700546127.0093431,"[536.7985587991259, 1781.404810318421, -87.42032384261591]"
1700546127.0641859,"[536.7986658776084, 1781.4048330811897, -87.42059754436636]"
1700546127.1090825,"[536.7987464829404, 1781.4048490105113, -87.41998805826603]"
1700546127.1643376,"[536.7988696219952, 1781.4048415166862, -87.41981638692016]"
1700546127.209115,"[536.7989386255424, 1781.4048193051985, -87.41971790041185]"
1700546127.2541091,"[536.7990141443875, 1781.404767398806, -87.41971637952534]"
1700546127.314393,"[536.7990580871706, 1781.4047348210152, -87.41985594783944]"
1700546127.359068,"[536.7991177218664, 1781.4047100833538, -87.4195836023423]"
1700546127.4093301,"[536.7991493877487, 1781.404726151297, -87.4189395303064]"
1700546127.4590893,"[536.7992324204959, 1781.4047649906656, -87.41905286475742]"
1700546127.5092244,"[536.7992992559662, 1781.4047885813854, -87.41866571663314]"
1700546127.5754676,"[536.7993874824394, 1781.4047807771449, -87.41920688294408]"
1700546127.6042516,"[536.7994284048615, 1781.4047491477163, -87.41891960621192]"
1700546127.6592832,"[536.7994624252416, 1781.4046853217005, -87.41821883463007]"
1700546127.7192857,"[536.7994772252448, 1781.404625863084, -87.4184178401253]"
1700546127.7591736,"[536.7995061945472, 1781.4045533267563, -87.41854510433492]"
1700546127.804218,"[536.7995251155628, 1781.4045427785593, -87.41857368829594]"
1700546127.8592012,"[536.7995448278433, 1781.404558027432, -87.41716451164405]"
1700546127.9156804,"[536.7995542525389, 1781.4045701234172, -87.41677399013341]"
1700546127.9702423,"[536.7995303942612, 1781.4044315323613, -87.41596632005343]"
1700546128.0291522,"[536.7995366581497, 1781.4043382777777, -87.41610756274645]"
1700546128.0590835,"[536.7995226563276, 1781.4041724138747, -87.41692471628551]"
1700546128.1046357,"[536.7994978313194, 1781.4040794209845, -87.41645759900848]"
1700546128.1541853,"[536.7994542277609, 1781.4039932396709, -87.41640647099771]"
1700546128.2044418,"[536.7994317259186, 1781.4039616862603, -87.41669870358342]"
1700546128.2591357,"[536.7994209575604, 1781.4039242582194, -87.41645994094486]"
1700546128.3039956,"[536.7994188768048, 1781.403878843842, -87.41718396296017]"
1700546128.3591514,"[536.7994147790951, 1781.4037747952416, -87.41695007533369]"
1700546128.409416,"[536.7993969389165, 1781.4036888080404, -87.41676594351549]"
1700546128.454026,"[536.7993669746483, 1781.4035774698427, -87.41685077274974]"
1700546128.5094235,"[536.7993400945027, 1781.4035309218953, -87.41705676766824]"
1700546128.5655859,"[536.7992789433205, 1781.403475354038, -87.41726503937215]"
1700546128.6239023,"[536.7992233789732, 1781.4034301020258, -87.41731926151155]"
1700546128.6541536,"[536.7991525192475, 1781.403343087151, -87.41640190755243]"
1700546128.714536,"[536.799121063016, 1781.4032660284026, -87.41564900851893]"
1700546128.754094,"[536.7990778394952, 1781.4031331601586, -87.41659040166556]"
1700546128.8040614,"[536.7990427801464, 1781.4030531383896, -87.41610501460761]"
1700546128.8541627,"[536.7990032474256, 1781.4029914356668, -87.41589513554777]"
1700546128.9042003,"[536.7989824687342, 1781.4029692294698, -87.41539846594793]"
1700546128.959159,"[536.7989164259209, 1781.4031055651749, -87.41527220937576]"
1700546129.0095315,"[536.7988914519723, 1781.4031533644688, -87.41563021941926]"
1700546129.064282,"[536.7988446451676, 1781.4032015311927, -87.41558900912096]"
1700546129.1091564,"[536.7988106363232, 1781.4032235490245, -87.41556984684459]"
1700546129.1591866,"[536.7987633914163, 1781.4032676945094, -87.41460034755406]"
1700546129.209085,"[536.7987327435533, 1781.4033308162732, -87.4144622023139]"
1700546129.2725775,"[536.7987104358424, 1781.4033853992837, -87.41384773864198]"
1700546129.3093278,"[536.7986806003103, 1781.4034437682749, -87.41377082639468]"
1700546129.3594391,"[536.7986261608282, 1781.403526328469, -87.41348220649141]"
1700546129.414409,"[536.7985896172632, 1781.403565521598, -87.41312276445345]"
1700546129.4806552,"[536.7985311901878, 1781.4035957989427, -87.41249169923199]"
1700546129.5091126,"[536.7984892423302, 1781.4036289626538, -87.41334215646393]"
1700546129.5590708,"[536.7984192602753, 1781.4037078347947, -87.41316947365365]"
1700546129.6093419,"[536.7983637319323, 1781.4037609597215, -87.41310301543194]"
1700546129.6591148,"[536.798283263835, 1781.4038652820586, -87.41259605326346]"
1700546129.7352593,"[536.7982401316066, 1781.403923122602, -87.41316623822968]"
1700546129.75906,"[536.7981811528928, 1781.40399724592, -87.41330022238503]"
1700546129.8093612,"[536.7981347598893, 1781.4040363853055, -87.41270009912216]"
1700546129.8753576,"[536.79808279011, 1781.4040806965204, -87.41215105346166]"
1700546129.9043202,"[536.7980558608427, 1781.4041021662774, -87.41241770736428]"
1700546129.9643843,"[536.798153335016, 1781.404145432959, -87.4117308945037]"
1700546130.0094721,"[536.7981848644248, 1781.4041757075174, -87.4115573222694]"
1700546130.0593,"[536.7982641492558, 1781.4042141887683, -87.41112736804237]"
1700546130.1091065,"[536.7983183745778, 1781.4042314122419, -87.41022437875858]"
1700546130.154179,"[536.7984037992754, 1781.4042513267752, -87.41006074249466]"
1700546130.2040849,"[536.7984575574368, 1781.4042686449438, -87.41024653099211]"
1700546130.264356,"[536.798529981143, 1781.40432494517, -87.4109809289917]"
1700546130.309342,"[536.7985711255573, 1781.4043787382082, -87.41033127464374]"
1700546130.3644445,"[536.7986139489939, 1781.4044559499416, -87.4084558931562]"
1700546130.404209,"[536.7986116010683, 1781.4044944993877, -87.40751283651977]"
1700546130.4591448,"[536.7985879947257, 1781.4045411149696, -87.40786302918241]"
1700546130.5146315,"[536.7986088171336, 1781.4045703747306, -87.40998137173688]"
1700546130.5540814,"[536.7986759444348, 1781.4046228773814, -87.41140874800013]"
1700546130.604433,"[536.7987225601914, 1781.4046715962747, -87.40996899997748]"
1700546130.6592007,"[536.7988707059576, 1781.404762169222, -87.40698554956495]"
1700546130.7041142,"[536.7990341844023, 1781.4048380308454, -87.40701946106361]"
1700546130.7541401,"[536.7993197133026, 1781.404946444153, -87.40929209018233]"
1700546130.8091738,"[536.7994970261391, 1781.4050201652476, -87.41015261348022]"
1700546130.8542235,"[536.7995222912, 1781.4050387039742, -87.40976786136406]"
1700546130.9043417,"[536.7995289748372, 1781.4050562962664, -87.40929333678656]"
1700546130.9541748,"[536.7995916918791, 1781.405203093047, -87.40574902224725]"
1700546131.0092025,"[536.7997168540453, 1781.405293156219, -87.40659450889345]"
1700546131.0591376,"[536.799945489299, 1781.405450915357, -87.40808085391691]"
1700546131.109079,"[536.8000712780276, 1781.4055592932746, -87.40703121074205]"
1700546131.1591165,"[536.8001954471226, 1781.4057145356908, -87.40498116399866]"
1700546131.2093945,"[536.8002425249498, 1781.4058066115686, -87.40476236231899]"
1700546131.2542663,"[536.8002744063917, 1781.4059380321041, -87.40593900054401]"
1700546131.3091502,"[536.8002711634128, 1781.406029561544, -87.40641016342161]"
1700546131.359162,"[536.8002549602522, 1781.4061836201315, -87.40647622131698]"
1700546131.409187,"[536.8002729479356, 1781.4062947327775, -87.40505652716357]"
1700546131.4644449,"[536.8003790895391, 1781.4064653256983, -87.40433914165416]"
1700546131.5041873,"[536.800498496113, 1781.4065757842711, -87.40458753721805]"
1700546131.5592947,"[536.8006656379617, 1781.406729035803, -87.40557573882259]"
1700546131.6040914,"[536.8007240345138, 1781.4068254226622, -87.40503668427658]"
1700546131.6591458,"[536.8007221269922, 1781.4069746646733, -87.40349277388859]"
1700546131.7090604,"[536.8007040295789, 1781.4070879845908, -87.40365184477918]"
1700546131.759194,"[536.8007105798815, 1781.407281492741, -87.4049379310176]"
1700546131.8095415,"[536.8007535662706, 1781.4074208510212, -87.40589086399888]"
1700546131.8591795,"[536.8008105496573, 1781.4075594716978, -87.40532727588462]"
1700546131.9092188,"[536.8008463295889, 1781.407629505599, -87.40517625309693]"
1700546131.9591742,"[536.8009905356821, 1781.4079099175424, -87.4034285275765]"
