2021-11-01 17:45:44.586,write C2M_REQ_DEVICE_INIT
2021-11-01 17:45:44.601,read C2M_ACK_DEVICE_INIT
2021-11-01 17:45:45.762,read unknown_message
2021-11-01 17:46:10.797,write C2M_REQ_DEVICE_INIT
2021-11-01 17:46:10.804,read C2M_ACK_DEVICE_INIT
2021-11-01 17:46:11.181,read unknown_message
2021-11-01 17:46:42.054,write C2M_REQ_DEVICE_INIT
2021-11-01 17:46:42.067,read C2M_ACK_DEVICE_INIT
2021-11-01 17:46:42.344,read unknown_message
2021-11-01 17:48:16.859,write C2M_REQ_DEVICE_INIT
2021-11-01 17:48:16.868,read C2M_ACK_DEVICE_INIT
2021-11-01 17:48:17.200,read unknown_message
2021-11-01 17:51:32.102,write C2M_REQ_DEVICE_INIT
2021-11-01 17:51:32.114,read C2M_ACK_DEVICE_INIT
2021-11-01 17:51:32.277,read unknown_message
2021-11-01 18:00:21.501,write C2M_REQ_DEVICE_INIT
2021-11-01 18:00:21.508,read C2M_ACK_DEVICE_INIT
2021-11-01 18:00:22.172,read unknown_message
2021-11-01 18:04:32.858,write C2M_REQ_DEVICE_INIT
2021-11-01 18:04:32.867,read C2M_ACK_DEVICE_INIT
2021-11-01 18:04:33.997,read unknown_message
